Original,TranslationFormula
"예매가능시간: 관람 2시간 전까지목,금 16시 / 주말 및 공휴일 11시, 14시 / 월,화,수 공연없음
* 5월 1일(금), 5월 4일(월) 11시, 14시
* 5월 7일(목), 5월 8일(금) 공연없음","前売り可能時間：観覧2時間前まで木、金16時/週末及び祝日11時、14時/月、火、水公演なし
* 5月1日(金)、5月4日(月)11時、14時
* 5月7日(木)、5月8日(金)公演なし"
가족뮤지컬 〈마인블록월드 : 우리가 만드는 세상〉 - 서울,家族ミュージカル〈マインブロックワールド：私たちが作る世界〉 - ソウル
소월아트홀,ソウォルアートホール
서울 성동구 행당1동 행당동 고산자로12길,ソウル城東区行堂1洞行堂洞高山ジャロ12ギル
"예매가능시간: 관람 2시간 전까지평일 16시30분 / 주말 및 공휴일 11시, 14시, 16시30분 / 월,화 공연없음
※ 6월 3일(수) 11시, 14시, 16시30분","前売可能時間：観覧2時間前まで平日16時30分/週末及び祝日11時、14時、16時30分/月、火公演なし
※6月3日（水）11時、14時、16時30分"
가족뮤지컬 〈뽀로로와 신비한 여행〉 - 서울앵콜,家族ミュージカル〈ポロロと神秘的な旅〉 - ソウルアンコール
용산아트홀 대극장 미르,龍山アートホール大劇場ミール
서울 용산구 녹사평대로 150,ソウル龍山区緑寺平大150
"예매가능시간: 관람 2시간 전까지2026년 5월 2일(토) ~ 5월 3일(일) 11시 ,14시, 16시 30분 (총6회차)",前売可能時間：観覧の2時間前まで2026年5月2日（土）～5月3日（日）11時、14時、16時30分（合計6回目）
가족뮤지컬 〈설민석의 한국사 대모험 : 안중근〉 - 서울,家族ミュージカル〈ソルミンソクの韓国史大冒険：安重根〉 - ソウル
"예매가능시간: 관람 2시간 전까지평일 16시 30분 / 주말 및 공휴일 11시, 14시, 16시30분
* 3/28(토), 3/29(일) 11시, 14시
* 월,화 공연없음","前売可能時間：観覧2時間前まで平日16時30分/週末及び祝日11時、14時、16時30分
* 3/28(土)、3/29(日) 11時、14時
*月、火公演なし"
가족뮤지컬 〈에그박사 : 해적 보물섬의 비밀〉 - 서울앵콜,家族ミュージカル〈エグ博士：海賊宝島の秘密〉 - ソウルアンコール
올림픽공원 우리금융아트홀,オリンピック公園ウリ金融アートホール
서울 송파구 올림픽로 424,ソウル松坡区オリンピック路424
"예매가능시간: 관람 2시간 전까지수,목,금 16시 30분 / 주말, 공휴일 11시, 14시, 16시 30분
*6월 3일(수) 14시, 16시 30분","前売り可能時間：観覧2時間前まで水、木、金16時30分/週末、祝日11時、14時、16時30分
*6月3日（水）14時、16時30分"
가족뮤지컬 누가 내 머리에 똥 쌌어 - 서울 강북,家族ミュージカル誰が私の頭にうんざりした - ソウル江北
꿈의숲 아트센터 퍼포먼스홀,夢の森アートセンターパフォーマンスホール
서울 강북구 월계로 173,ソウル江北区月渓路173
"2026년 4월 18일(토) 11시, 13시30분, 16시",2026年4月18日（土）11時、13時30分、16時
가족뮤지컬 아기돼지 삼형제 - 서울 강북,家族ミュージカル赤ちゃん豚三兄弟 - ソウル江北
"2026년 5월 16일(토) 11시, 13시30분, 16시",2026年5月16日（土）11時、13時30分、16時
가족뮤지컬 전설 여우신 - 서울 도봉,家族ミュージカル伝説キツネ - ソウルドボン
도봉구민회관 하모니홀,道奉区民会館ハーモニーホール
서울 도봉구 도봉로 552,ソウル道鳳区道鳳路552
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 9일(토) 11시, 13시30분",前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年5月9日（土）11時、13時30分
겨울이야기,冬の話
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 13일(토) 11시, 2시, 4시",前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年6月13日（土）11時、2時、4時
교실 속 마술대소동! （성동）,教室の中の魔法大騒動！ （城東）
성수아트홀,聖水アートホール
서울 성동구 성수1가2동 왕십리로6길,ソウル城東区城水1街2洞王十里路6ギル
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 6일(토) ~ 6월 7일(일) 11시, 14시",前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年6月6日（土）～6月7日（日）11時、14時
국립창극단 〈보허자(步虛子): 허공을 걷는 자〉,国立槍劇団〈步虛子：虚空を歩く者〉
국립극장 달오름극장,国立劇場月上昇劇場
서울 중구 장충단로 59,ソウル中区長忠団路59
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 19일(목) ~ 3월 29일(일)
화,수,목,금 19:30 / 토,일 15:00","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年3月19日（木）～3月29日（日）
火、水、木、金19:30 /土、日15:00"
국립창극단 〈절창VI〉,国立昌劇団〈絶唱VI〉
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 24일(금) 19:30
2026년 4월 25일(토) 15:00","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年4月24日（金）19:30
2026年4月25日(土) 15:00"
국립창극단 〈효명〉,国立創劇団〈孝明〉
국립극장 해오름극장,国立劇場海上劇場
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 23일(화) ~ 6월 28일(일)
화,수,목,금 19:30 / 토,일 15:00","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年6月23日（火）～6月28日（日）
火、水、木、金19:30 /土、日15:00"
꼬마박사 장영실 - 종로,子供博士チャン・ヨンシル - チョンノ
아이들극장,子供たちの劇場
서울 종로구 성균관로 91,ソウル鍾路区成均館路91
예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 30일(토) ~ 5월 31일(일) 11시 / 15시,前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年5月30日（土）～5月31日（日）11時/15時
나쁜 말 먹는 괴물,悪い馬を食べるモンスター
명륜아트홀,明輪アートホール
서울특별시 종로구 성균관로 48-2 (명륜1가),ソウル特別市鍾路区成均館路48-2（明輪1街）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지*2월
2월 28일(토) 11:30

*3월
3월 21일(토) 11:30
3월 28일(토) 11:30","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで*2月
2月28日(土) 11:30

*3月
3月21日(土) 11:30
3月28日(土) 11:30"
난타(NANTA) - 명동공연,ナンタ(NANTA) - 明洞公演
명동난타극장,明洞ナンタ劇場
서울특별시 중구 명동길 26 (명동2가),ソウル特別市中区明洞ギル26（明洞2街）
"예매가능시간: 관람전일 19시 까지▶ 01월 01일(목) ~ 06월 30일(화)평일 17시, 20시 / 토 14시, 17시, 20시 / 일 및 공휴일 14시, 17시※ 05월 05일(화) 14시, 17시, 20시※ 05월 25일(월) 14시, 17시 ※ 06월 03일(수) 17시, 20시※ 06월 06일(토) 14시, 17시, 20시* 공연 스케줄은 변동 가능성 있음",前売可能時間：観覧前日19時まで▶ 01月01日(木)～06月30日(火)平日17時、20時/土14時、17時、20時/日及び祝日14時、17時※05月05日(火)10時14時25日(月)14時、17時 ※06月03日(水)17時、20時※06月06日(土)14時、17時、20時* 公演スケジュールは変動の可能性あり
난타(NANTA) - 홍대공연,ナンタ(NANTA) - 弘大公演
홍대난타극장,弘大ナンタ劇場
서울 마포구 양화로16길 29,ソウル麻浦区ヤンファロ16ギル29
"예매가능시간: 관람전일 19시 까지 ▶ 03월 01일(일) ~ 06월 30일(화)수~금 17시 / 토 14시, 17시 / 일 14시 (월,화 공연 없음)※ 04월 06일(월) 17시※ 04월 07일(화) 17시※ 05월 03일(일) 14시, 17시※ 05월 04일(월) 17시※ 05월 05일(화) 14시, 17시※ 05월 24일(일) 14시, 17시※ 05월 25일(월) 14시 * 공연 스케줄은 변동 가능성 있음",前売可能時間：観覧前日19時まで ▶ 03月01日(日)～06月30日(火)水～金17時/土14時、17時/日14時(月、火公演なし)※04月06日(月)17時※04月07 03日(日)14時、17時※05月04日(月)17時※05月05日(火)14時、17時※05月24日(日)14時、17時※05月25日(月)14時 *公演スケジュール
더 트라이브,ザ・トライブ
세종문화회관 M씨어터,世宗文化会館Mシアター
서울 종로구 세종대로 175,ソウル鍾路区世宗大路175
"예매가능시간: 관람 2시간 전까지화,수,목,금 오후 7시 30분 / 토 오후 3시, 7시 / 일 오후 3시",前売り可能時間：観覧2時間前まで火、水、木、金午後7時30分/土午後3時、7時/日午後3時
도서관에 간 여우,図書館に行ったキツネ
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 14일(토) 11:30, 14:00 
2026년 3월 21일(토) 11:30, 14:00
2026년 4월 12일(일) 11:30, 14:00","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年3月14日（土）11:30、14:00 
2026年3月21日（土）11:30、14:00
2026年4月12日(日) 11:30, 14:00"
로맨틱 뮤지컬 〈투모로우 모닝〉,ロマンチックミュージカル〈トゥモローモーニング〉
큐씨어터,キューシアター
서울 종로구 대학로8가길 79,ソウル鍾路区大学路8街道79
"예매가능시간: 관람 2시간 전까지화,목,금 7시 30분 / 수 4시, 7시 30분 / 토 3시, 6시 30분 / 일(공휴일) 2시",前売可能時間：観覧2時間前まで火、木、金7時30分/水4時、7時30分/土3時、6時30分/日(祝日)2時
명작 가족뮤지컬 〈오즈의 마법사〉,名作家族ミュージカル〈オズの魔法使い〉
달밤엔씨어터,月夜はシアター
서울특별시 종로구 대학로14길 18-2 (혜화동),ソウル特別市鍾路区大学路14ギル18-2 (恵化洞)
"예매가능시간: 관람전일 23시까지

-3/1까지
매주 토요일 1시
*3/1(일) 1시

-3/7부터
매주 토요일 2시","前売可能時間：観覧前日23時まで

-3/1まで
毎週土曜日1時
*3/1(日) 1時

-3/7から
毎週土曜日2時"
문나이트 댄스 뮤지컬,ムーンナイトダンスミュージカル
숭실대학교 한경직기념관,崔シル大学ハンギョンジク記念館
서울특별시 동작구 상도로 369 (상도동),ソウル特別市東区369（上島洞）
예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 21일(토) 18시,前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで2026年3月21日（土）18時
뮤지컬 〈걸프렌드〉,ミュージカル〈ガールフレンド〉
백암아트홀,白岩アートホール
서울특별시 강남구 테헤란로113길 7 (삼성동),ソウル特別市江南区テヘランロ113ギル7（サムソンドン）
"예매가능시간: 관람 2시간 전까지평일 : 19시 30분 / 토요일 : 14시,18시 / 일,공휴일 : 15시
* 월요일 공연없음. 단, 5월 25일 15시 / 5월 26일 공연 없음","前売可能時間：観覧2時間前まで平日：19時30分/土曜日：14時、18時/日、祝日：15時
*月曜日公演なし。ただし、5月25日15時/5月26日公演なし"
뮤지컬 〈김종욱 찾기〉,ミュージカル〈キム・ジョンウクを探す〉
대학로 틴틴홀,大学路 ティンティンホール
서울 종로구 대학로10길 24,ソウル鍾路区大学路10ギル24
"예매가능시간: 관람 1분 전까지평일 : 2시, 5시, 8시 
주말 및 공휴일 : 1시, 3시 10분, 5시 30분, 7시 40분","前売可能時間：観覧の1分前まで平日：2時、5時、8時 
週末と祝日：1時、3時10分、5時30分、7時40分"
뮤지컬 〈너를 위한 글자〉,ミュージカル〈君のための文字〉
링크아트센터드림 드림4관,リンクアートセンタードリームドリーム4館
서울 종로구 대학로 124,ソウル鍾路区大学路124
"예매가능시간: 관람 2시간 전까지화,수,목,금 8시 | 토 3시, 7시 | 일 및 공휴일 2시, 6시 (월 공연 없음)",前売り可能時間：観覧2時間前まで火、水、木、金8時|土3時、7時|日・祝日2時、6時(月公演なし)
뮤지컬 〈담배가게 아가씨〉,ミュージカル〈タバコ屋のお嬢様〉
대학로 하마씨어터,大学路浜シアター
서울 종로구 대학로10길 15,ソウル鍾路区大学路10ギル15
3월 8일 (일) 5시[송연화 역] 조윤슬 -> 정유나3/14(토) 2시[송창식 역] 정재욱 > 박형준3/14(토) 5시 [송창식 역] 박형준 > 정재욱3월 22일 (일) 2시 [송창식 역] 김율 --> 정재욱3/22(일) 2시 [송연화 역] 오승희 --> 강유진3월 22일 (일)  5시 [예가람 역]박태준-> 리키3/22(일) 5시[송연화 역] 강유진 > 오승희 3월 25일 (수) 7시30분 [예가람 역] 리키-> 박태준 3/27(금) 19시 30분[방수애 역] 우서라 --> 서태인 3/28(토) 5시[방수애 역] 서태인 --> 우서라 (*막공) 3/29(일) 5시[송창식 역] 정재욱 --> 김율 (*막공),3月8日（日）5時[ソン・ヨンファ役]チョ・ユンスル ->チョン・ユナ3/14(土)2時[ソン・チャンシク役]チョン・ジェウク>パク・ヒョンジュン3/14(土)5時 2時[ソン・ヨンファ駅]オ・スンヒ ->カン・ユジン3月22日(日) 5時 [イェガラム駅]パク・テジュン->リキ3/22(日)5時[ソン・ヨンファ役] 19時30分[防水愛役]ウソラ->ソ・テイン 3/28(土) 5時[防水愛役]ソ・テイン->ウソラ(*終末) 3/29(日)5時[ソン・チャンシク役]チョン・ジェウク-->キム・ユル(*幕公)
뮤지컬 〈더 테일 에이프릴 풀스〉,ミュージカル〈ザテールエイプリルフルス〉
예스24스테이지 2관,イエス24ステージ2館
서울 종로구 대학로12길 21,ソウル鍾路区大学路12ギル21
"예매가능시간: 관람 2시간 전까지화, 목, 금 8시 / 수 4시, 8시 / 주말 및 공휴일 2시, 6시 (월 공연 없음, 일자별 상이)",前売可能時間：観覧2時間前まで火、木、金8時/水4時、8時/週末及び祝日2時、6時（月公演なし、日別別）
뮤지컬 〈디아길레프〉,ミュージカル〈ディアギレフ〉
예스24아트원 1관,イエス24アートワン1館
서울 종로구 대학로12길 83,ソウル鍾路区大学路12ギル83
"예매가능시간: 관람 2시간 전까지화, 목, 금 8시 / 수 4시, 8시 / 토 3시, 7시 / 일, 공휴일 2시, 6시 / 월 공연 없음",前売可能時間：観覧2時間前まで火、木、金8時/水4時、8時/土3時、7時/日、祝日2時、6時/月公演なし
뮤지컬 〈로미오와 줄리엣〉,ミュージカル〈ロミオとジュリエット〉
한전아트센터,韓電アートセンター
서울특별시 서초구 효령로72길 60 (서초동),ソウル特別市瑞草区孝寧路72ギル60（瑞草洞）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화~금요일 : 오후 7시30분 / 토요일 : 오후 2시, 오후 7시 / 일요일 : 오후 2시

※ 단, 3월 25일, 4월 01일 수요일 14시 30분, 19시 30분 - 2회차","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで火～金曜日：午後7時30分／土曜日：午後2時、午後7時／日曜日：午後2時

※ただし、3月25日、4月01日水曜日14時30分、19時30分 - 2回目"
뮤지컬 〈몽유도원〉,ミュージカル〈モンユドウォン〉
샤롯데씨어터,シャロッテシアター
서울특별시 송파구 올림픽로 240 (잠실동),ソウル特別市松坡区オリンピック路240（蚕室洞）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화, 목 : 19시 30분 / 수, 금 : 14시 30분, 19시 30분 / 토, 공휴일 : 14시, 19시 / 일 : 14시 (월요일 공연 없음)
※ 5/5(화) 19시 공연","前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで火、木：19時30分/水、金：14時30分、19時30分/土、祝日：14時、19時/日：14時
※5/5(火)19時公演"
뮤지컬 〈비틀쥬스〉,ミュージカル〈ビートルジュース〉
LG아트센터 서울 LG SIGNATURE 홀,LGアートセンターソウルLG SIGNATUREホール
서울 강서구 마곡중앙로 136,ソウル江西区麻谷中央路136
"예매가능시간: 관람 3시간 전까지화, 수, 목, 금 8시 / 주말 및 공휴일 2시, 7시 (월 공연 없음)

※ 3/11(수), 3/18(수) 2시 30분 공연 있음
※ 3/22(일) 7시 공연 없음

※ 회차별 1인 4매
※ 극장, 공연제작사 및 관계사의 협의에 따라 일부 좌석이 마감되었습니다.","前売可能時間：観覧3時間前まで火、水、木、金8時/週末及び祝日2時、7時（月公演なし）

※3/11(水)、3/18(水)2時30分公演あり
※3/22(日)7時公演なし

※回差別1人4枚
※劇場、公演制作会社及び関係会社の協議により一部座席が締め切りました。"
뮤지컬 〈빌리 엘리어트〉,ミュージカル〈ビリーエリオット〉
블루스퀘어 우리은행홀,ブルースクエアウリ銀行ホール
서울 용산구 이태원로 294,ソウル龍山区梨泰院路294
"예매가능시간: 관람 3시간 전까지화-금 7시 30분ㅣ토,일 2시, 7시 (월 공연 없음)

* 4/12(일) 7시 1회 공연
* 5/1(금) 2시, 7시 2회 공연
* 5/3(일) 2시 1회 공연
* 5/5(화) 2시, 7시 2회 공연
* 5/15(금) 2시 30분, 7시 30분 2회 공연
* 5/17(일) 2시 1회 공연

※ 4/25(토) 2시 공연은 전관으로 판매 마감되었습니다.
※ 극장, 공연제작사 및 관계사의 협의에 따라 일부 좌석이 마감되었습니다.","前売可能時間：観覧3時間前まで火-金7時30分ㅣ土、日2時、7時（月公演なし）

* 4/12(日) 7時1回公演
* 5/1(金)2時、7時2回公演
* 5/3(日) 2時1回公演
* 5/5(火)2時、7時2回公演
* 5/15(金) 2時30分、7時30分2回公演
* 5/17(日) 2時1回公演

※4/25(土)2時公演は全館で販売締め切りました。
※劇場、公演制作会社及び関係会社の協議により一部座席が締め切りました。"
뮤지컬 〈빨래〉,ミュージカル〈洗濯物〉
NOL 유니플렉스 2관,NOLユニプレックス2管
서울특별시 종로구 동숭동 1-94,ソウル特別市鍾路区東崇洞1-94
▶ 3월 13일(금) 19:30 구씨│한우열 → 김영환▶ 3월 18일(수) 19:30 구씨│한우열 → 김영환▶ 3월 19일(목) 19:30 구씨│안두호 → 유우헌,▶3月13日(金) 19:30 ク氏│韓友烈→キム・ヨンファン▶ 3月18日(水) 19:30 ク氏│韓友烈→キム・ヨンファン▶ 3月19日(木) 19:30 ク氏│アンドゥホ→ユ・ウホン
뮤지컬 〈슈퍼거북 슈퍼토끼〉 - 서울숲,ミュージカル〈スーパーカメスーパーウサギ〉 - ソウルの森
서울숲 씨어터 2관,ソウル森シアター2館
서울 성동구 뚝섬로 273,ソウル城東区トゥクソムロ273
"예매가능시간: 관람 3시간 전까지▶3월 공연정보(3/21~3/31)평일 공연없음 | 토요일 11시, 2시, 4시 | 일요일 및 공휴일 11시, 2시** 단, 3.24(화) 11시▶4-5월 공연정보(4/1~5/10)금 11시 | 주말 및 공휴일 11시, 2시** 단, 4.8(수), 4.14(화), 4.21(화), 4.23(목) 11시** 단, 5.1(금), 5.4(월) 11시 14시 / 5.5(화) 11시 2시 4시- 2차 티켓오픈 일시: 2026년 3월 11일(수)- 2차 티켓오픈 공연 기간: 2026년 4월 14일(화) ~ 5월 10일(일)",前売可能時間：観覧3時間前まで▶3月公演情報（3/21～3/31）平日公演なし土曜日11時、2時、4時|日曜日及び祝日11時、2時** ただし、3.24(火)11時▶4-5月公演情報(4/1～5/10)金11時|週末および祝日11時、2時**但し、4.8(水)、4.14(火)、4.21(火)、4.23(木)11時**但し、5.1(金)、5.4(月)11時14時/5.5(火)11時2時6時4時3月11日(水)- 2次チケットオープン公演期間：2026年4月14日(火)～5月10日(日)
뮤지컬 〈스윙 데이즈_암호명 A〉,ミュージカル〈スイングデイズ_パスワード名A〉
충무아트센터 대극장,忠武アートセンター大劇場
서울 중구 퇴계로 387,ソウル中区退渓路387
"예매가능시간: 관람 3시간 전까지화 - 목 19시 30분 / 금 14시 30분, 19시 30분 / 토 14시, 19시 / 일 15시 (월 공연 없음)단, 05/01(금), 05/05(화), 05/24(일) 14시, 19시 공연     05/25(월) 15시 공연     05/26(화) 공연없음",前売可能時間：観覧3時間前まで火 - 木19時30分/金14時30分、19時30分/土14時、19時/日15時（月公演なし）但し、05/01(金)、05/05(火)、05/24(日) 05/25(月) 15時公演   05/26(火) 公演なし
뮤지컬 〈스윙 데이즈_암호명 A〉공연예매권,ミュージカル〈スイングデイズ_パスワード名A〉公演前売券
"화 - 목 19시 30분 / 금 14시 30분, 19시 30분 / 토 14시, 19시 / 일 15시 (월 공연 없음)",火 - 木19時30分/金14時30分、19時30分/土14時、19時/日15時(月公演なし)
"뮤지컬 〈어서 오세요, 휴남동 서점입니다〉 - 서울",ミュージカル〈お越しください、休南洞書店です〉 - ソウル
루미나아트홀,ルミナアートホール
서울 종로구 대학로8가길 52,ソウル鍾路区大学路8街道52
[캐스팅 변경 안내]03/11(수) 기준 일부 캐스팅이 변경 되었습니다.* 캐스팅 변경은 하단 캐스팅 이미지에 형광 표시되어 있으니 참고 부탁드립니다.,［キャスト変更案内］03/11（水）基準 一部キャストが変更されました。
"뮤지컬 〈어서 오세요, 휴남동 서점입니다〉 - 서울(4월)",ミュージカル〈お越しください、休南洞書店です〉 - ソウル(4月)
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지수~금 19:30 / 토 14:00, 17:00 / 일 14:00 / 월,화 휴관",前売可能時間：前日17時（月～土観覧時）まで／前日11時（日曜日観覧時）まで数～金19:30／土14:00、17:00／日14:00／月、火休館
뮤지컬 〈여명의 눈동자〉 연장공연,ミュージカル〈女性の瞳〉延長公演
Converse Stage Arena “여명”,Converse Stage Arena 「女名」
서울 동작구 현충로 213,ソウル市東区洞洞213
