Original,TranslationFormula
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 13일(토) 11시, 2시, 4시",预约截止时间为：周一至周六参观截止时间为前一天下午5点，周日参观截止时间为前一天上午11点。2026年6月13日（周六）上午11点、下午2点、下午4点。
교실 속 마술대소동! （성동）,教室里爆发了一场魔法大混乱！（Seongdong）
성수아트홀,圣水艺术馆
서울 성동구 성수1가2동 왕십리로6길,首尔特别市城东区圣水1街2洞往十里路6街
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 6일(토) ~ 6월 7일(일) 11시, 14시",预约时间：周一至周六参观截止至前一天下午5点 / 周日参观截止至前一天上午11点 2026年6月6日（周六）至2026年6月7日（周日）上午11点，下午2点
국립창극단 〈보허자(步虛子): 허공을 걷는 자〉,国立昌格剧场《虚空行者》
국립극장 달오름극장,国家剧院达洛瑞姆剧院
서울 중구 장충단로 59,首尔特别市中区奖忠团路 59
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 19일(목) ~ 3월 29일(일)
화,수,목,금 19:30 / 토,일 15:00","预约截止时间为：周一至周六参观截止时间前一天17:00，周日参观截止时间前一天11:00。参观日期：2026年3月19日（周四）至2026年3月29日（周日）。

周二、周三、周四、周五 19:30 / 周六、周日 15:00"
국립창극단 〈절창VI〉,国立昌剧团<Jeolchang VI>
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 4월 24일(금) 19:30
2026년 4월 25일(토) 15:00","预约截止时间为：周一至周六参观，请于参观前一天下午 17:00 前预约；周日参观，请于参观前一天上午 11:00 前预约。2026 年 4 月 24 日（周五）19:30

2026 年 4 月 25 日（周六）15:00"
국립창극단 〈효명〉,国立昌格剧场<孝明>
국립극장 해오름극장,国立剧院海凛剧场
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 6월 23일(화) ~ 6월 28일(일)
화,수,목,금 19:30 / 토,일 15:00","预约时间：周一至周六参观请于参观前一天下午 17:00 前预约；周日参观请于参观前一天上午 11:00 前预约。2026 年 6 月 23 日（周二）至 2026 年 6 月 28 日（周日）

周二、周三、周四、周五 19:30 / 周六、周日 15:00"
꼬마박사 장영실 - 종로,小医生张英实 饰 钟路
아이들극장,儿童剧场
서울 종로구 성균관로 91,首尔特别市钟路区成均馆路 91
예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 5월 30일(토) ~ 5월 31일(일) 11시 / 15시,预约时间：周一至周六参观请于前一天下午 17:00 前预约 / 周日参观请于前一天上午 11:00 前预约。2026 年 5 月 30 日（周六）至 2026 年 5 月 31 日（周日）上午 11:00 / 下午 15:00
나쁜 말 먹는 괴물,吃脏话的怪物
명륜아트홀,明云艺术馆
서울특별시 종로구 성균관로 48-2 (명륜1가),首尔特别市钟路区成均馆路48-2（明伦1街）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지*2월
2월 28일(토) 11:30

*3월
3월 21일(토) 11:30
3월 28일(토) 11:30","预约截止时间为：周一至周六下午 5:00 前一天下午 5:00 / 周日上午 11:00 前一天上午 11:00 *

二月

2 月 28 日（周六）11:30

*三月

3 月 21 日（周六）11:30

3 月 28 日（周六）11:30"
난타(NANTA) - 명동공연,乱打 - 明洞表演
명동난타극장,明洞乱打剧场
서울특별시 중구 명동길 26 (명동2가),首尔特别市中区明洞街26(明洞2街)
"예매가능시간: 관람전일 19시 까지▶ 01월 01일(목) ~ 06월 30일(화)평일 17시, 20시 / 토 14시, 17시, 20시 / 일 및 공휴일 14시, 17시※ 05월 05일(화) 14시, 17시, 20시※ 05월 25일(월) 14시, 17시 ※ 06월 03일(수) 17시, 20시※ 06월 06일(토) 14시, 17시, 20시* 공연 스케줄은 변동 가능성 있음","预约时间：演出前一天晚上7点前 ▶ 1月1日（周四）～6月30日（周二） 平日 17:00, 20:00 / 周六 14:00, 17:00, 20:00 / 周日及节假日 14:00, 17:00 ※ 5月5日（周二） 14:00, 17:00, 20:00 ※ 5月25日（周一） 14:00, 17:00 ※ 6月3日（周三） 17:00, 20:00 ※ 6月6日（周六） 14:00, 17:00, 20:00* 演出时间可能会有所变动。"
난타(NANTA) - 홍대공연,NANTA - 弘大演出
홍대난타극장,弘大南塔剧场
서울 마포구 양화로16길 29,首尔特别市麻浦区杨花路16街29
"예매가능시간: 관람전일 19시 까지 ▶ 03월 01일(일) ~ 06월 30일(화)수~금 17시 / 토 14시, 17시 / 일 14시 (월,화 공연 없음)※ 04월 06일(월) 17시※ 04월 07일(화) 17시※ 05월 03일(일) 14시, 17시※ 05월 04일(월) 17시※ 05월 05일(화) 14시, 17시※ 05월 24일(일) 14시, 17시※ 05월 25일(월) 14시 * 공연 스케줄은 변동 가능성 있음","预约时间：演出前一天晚上7点前 ▶ 3月1日（周日）～6月30日（周二）周三～周五 17:00 / 周六 14:00, 17:00 / 周日 14:00（周一、周二无演出） ※ 4月6日（周一）17:00 ※ 4月7日（周二）17:00 ※ 5月3日（周日）14:00, 17:00 ※ 5月4日（周一）17:00 ※ 5月5日（周二）14:00, 17:00 ※ 5月24日（周日）14:00, 17:00 ※ 5月25日（周一）14:00 * 演出时间表可能会有所变动"
더 트라이브,部落
세종문화회관 M씨어터,世宗会馆M剧场
서울 종로구 세종대로 175,首尔特别市钟路区世宗大路175
"예매가능시간: 관람 2시간 전까지화,수,목,금 오후 7시 30분 / 토 오후 3시, 7시 / 일 오후 3시",演出前两小时仍可预订。演出时间：周二、周三、周四、周五 晚上7:30 / 周六 下午3:00、晚上7:00 / 周日 下午3:00
도서관에 간 여우,去图书馆的狐狸
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 14일(토) 11:30, 14:00 
2026년 3월 21일(토) 11:30, 14:00
2026년 4월 12일(일) 11:30, 14:00","预约方式：周一至周六参观，请于参观前一天下午 17:00 前预约；周日参观，请于参观前一天上午 11:00 前预约。

2026 年 3 月 14 日（周六）11:30、14:00

2026 年 3 月 21 日（周六）11:30、14:00

2026 年 4 月 12 日（周日）11:30、14:00"
로맨틱 뮤지컬 〈투모로우 모닝〉,浪漫音乐剧《明日清晨》
큐씨어터,Q 剧院
서울 종로구 대학로8가길 79,首尔特别市钟路区大学路8街79
"예매가능시간: 관람 2시간 전까지화,목,금 7시 30분 / 수 4시, 7시 30분 / 토 3시, 6시 30분 / 일(공휴일) 2시","演出开始前两小时可预约

周二、周四、周五 晚上7:30 / 周三 下午4:00、晚上7:30 / 周六 下午3:00、晚上6:30 / 周日（公众假期）下午2:00"
명작 가족뮤지컬 〈오즈의 마법사〉,家庭音乐剧杰作《绿野仙踪》
달밤엔씨어터,达尔巴姆剧院
서울특별시 종로구 대학로14길 18-2 (혜화동),首尔特别市钟路区大学路14街18-2（惠化洞）
"예매가능시간: 관람전일 23시까지

-3/1까지
매주 토요일 1시
*3/1(일) 1시

-3/7부터
매주 토요일 2시","演出前一天晚上 23:00 前均可预订

- 至 3 月 1 日

每周六下午 1:00

* 3 月 1 日（周日）下午 1:00

- 3 月 7 日起

每周六下午 2:00"
문나이트 댄스 뮤지컬,月光舞音乐剧
숭실대학교 한경직기념관,崇实大学韩敬稷纪念馆
서울특별시 동작구 상도로 369 (상도동),首尔特别市铜雀区上岛路369（上岛洞）
예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지2026년 3월 21일(토) 18시,预约截止时间为：周一至周六参观，截止时间为参观前一天17:00；周日参观，截止时间为参观前一天11:00。2026年3月21日（周六）18:00
뮤지컬 〈걸프렌드〉,音乐剧《女朋友》
백암아트홀,白岩美术馆
서울특별시 강남구 테헤란로113길 7 (삼성동),首尔特别市江南区德黑兰路113街7（三成洞）
"예매가능시간: 관람 2시간 전까지평일 : 19시 30분 / 토요일 : 14시,18시 / 일,공휴일 : 15시
* 월요일 공연없음. 단, 5월 25일 15시 / 5월 26일 공연 없음","演出前两小时可预约。平日：晚上7:30 / 周六：下午2:00、下午6:00 / 周日及节假日：下午3:00

* 周一无演出。但5月25日下午3:00有一场演出，5月26日无演出。"
뮤지컬 〈김종욱 찾기〉,音乐剧《寻找金钟旭》
대학로 틴틴홀,大学路丁丁堂
서울 종로구 대학로10길 24,首尔特别市钟路区大学路10街24
"예매가능시간: 관람 1분 전까지평일 : 2시, 5시, 8시 
주말 및 공휴일 : 1시, 3시 10분, 5시 30분, 7시 40분","放映前1分钟仍可预约

工作日：2:00、5:00、8:00

周末及节假日：1:00、3:10、5:30、7:40"
뮤지컬 〈너를 위한 글자〉,音乐剧《给你的信》
링크아트센터드림 드림4관,链接艺术中心梦想大厅4
서울 종로구 대학로 124,首尔特别市钟路区大学路124
"예매가능시간: 관람 2시간 전까지화,수,목,금 8시 | 토 3시, 7시 | 일 및 공휴일 2시, 6시 (월 공연 없음)",演出前2小时仍可预订。周二、周三、周四、周五 晚上8点 | 周六 下午3点、晚上7点 | 周日及公众假期 下午2点、晚上6点（周一无演出）
뮤지컬 〈담배가게 아가씨〉,音乐剧《烟草店女孩》
대학로 하마씨어터,大学路滨马剧院
서울 종로구 대학로10길 15,首尔特别市钟路区大学路10街15
3월 8일 (일) 5시[송연화 역] 조윤슬 -> 정유나3/14(토) 2시[송창식 역] 정재욱 > 박형준3/14(토) 5시 [송창식 역] 박형준 > 정재욱3월 22일 (일) 2시 [송창식 역] 김율 --> 정재욱3/22(일) 2시 [송연화 역] 오승희 --> 강유진3월 22일 (일)  5시 [예가람 역]박태준-> 리키3/22(일) 5시[송연화 역] 강유진 > 오승희 3월 25일 (수) 7시30분 [예가람 역] 리키-> 박태준 3/27(금) 19시 30분[방수애 역] 우서라 --> 서태인 3/28(토) 5시[방수애 역] 서태인 --> 우서라 (*막공) 3/29(일) 5시[송창식 역] 정재욱 --> 김율 (*막공),"3月8日（周日）下午5:00 [饰演宋妍花] 赵润瑟 -> 郑妍娜
3月14日（周六）下午2:00 [饰演宋昌植] 郑在旭 > 朴亨俊
3月14日（周六）下午5:00 [饰演宋昌植] 朴亨俊 > 郑在旭
3月22日（周日）下午2:00 [饰演宋昌植] 金律 --> 郑在旭
3月22日（周日）下午2:00 [饰演宋妍花] 吴升熙 --> 姜有镇
3月22日（周日）下午5:00 [饰演 Ye Ga-ram] Park Tae-jun -> Ricky
3月22日（周日）下午5:00 [饰演宋妍花] 姜宥镇 > 吴承熙
行进3月25日（周三）晚上7:30 [饰演 Ye Ga-ram] Ricky -> 朴泰俊

3月27日（周五）晚上7:30 [饰演 Bang Su-ae] 禹瑞罗 -> 徐泰仁

3月28日（周六）下午5:00 [饰演 Bang Su-ae] 徐泰仁 -> 禹瑞罗 (*最后一场演出) 3月29日（周日）下午5:00 [饰演 Song Chang-sik] 郑在旭 -> 金律 (*最后一场演出)"
뮤지컬 〈더 테일 에이프릴 풀스〉,音乐剧《愚人节的故事》
예스24스테이지 2관,Yes24 舞台厅 2
서울 종로구 대학로12길 21,首尔特别市钟路区大学路12街21
"예매가능시간: 관람 2시간 전까지화, 목, 금 8시 / 수 4시, 8시 / 주말 및 공휴일 2시, 6시 (월 공연 없음, 일자별 상이)",演出开始前两小时可预约。周二、周四、周五 晚上8:00 / 周三 下午4:00、晚上8:00 / 周末及节假日 下午2:00、下午6:00（周一无演出，具体时间视日期而定）
뮤지컬 〈디아길레프〉,音乐剧《佳吉列夫》
예스24아트원 1관,Yes24 Art One Hall 1
서울 종로구 대학로12길 83,首尔特别市钟路区大学路12街83
"예매가능시간: 관람 2시간 전까지화, 목, 금 8시 / 수 4시, 8시 / 토 3시, 7시 / 일, 공휴일 2시, 6시 / 월 공연 없음","演出开始前两小时仍可预订

周二、周四、周五 晚上8点 / 周三 下午4点、晚上8点 / 周六 下午3点、晚上7点 / 周日、节假日 下午2点、下午6点 / 周一 无演出"
뮤지컬 〈로미오와 줄리엣〉,音乐剧《罗密欧与朱丽叶》
한전아트센터,KEPCO艺术中心
서울특별시 서초구 효령로72길 60 (서초동),首尔特别市瑞草区孝宁路72街60（瑞草洞）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화~금요일 : 오후 7시30분 / 토요일 : 오후 2시, 오후 7시 / 일요일 : 오후 2시

※ 단, 3월 25일, 4월 01일 수요일 14시 30분, 19시 30분 - 2회차","周一至周六的预约截止时间为前一天下午 5:00，周日的预约截止时间为前一天上午 11:00。

周二至周五：晚上 7:30 / 周六：下午 2:00、晚上 7:00 / 周日：下午 2:00

※ 注：3 月 25 日和 4 月 1 日（周三）下午 2:30 和晚上 7:30 将加映两场。"
뮤지컬 〈몽유도원〉,音乐剧《梦乡》
샤롯데씨어터,夏洛特剧院
서울특별시 송파구 올림픽로 240 (잠실동),首尔特别市松坡区奥林匹克路240（蚕室洞）
"예매가능시간: 전일17시(월~토 관람 시)까지/전일 11시(일요일 관람 시)까지화, 목 : 19시 30분 / 수, 금 : 14시 30분, 19시 30분 / 토, 공휴일 : 14시, 19시 / 일 : 14시 (월요일 공연 없음)
※ 5/5(화) 19시 공연","预约时间：周一至周六演出预约截止至演出前一天17:00 / 周日演出预约截止至演出前一天11:00

周二、周四：19:30 / 周三、周五：14:30、19:30 / 周六、节假日：14:00、19:00 / 周日：14:00（周一无演出）

※ 5月5日（周二）19:00演出"
뮤지컬 〈비틀쥬스〉,音乐版《阴间大法师》
LG아트센터 서울 LG SIGNATURE 홀,LG艺术中心首尔 LG SIGNATURE大厅
서울 강서구 마곡중앙로 136,首尔特别市江西区麻谷中央路 136
"예매가능시간: 관람 3시간 전까지화, 수, 목, 금 8시 / 주말 및 공휴일 2시, 7시 (월 공연 없음)

※ 3/11(수), 3/18(수) 2시 30분 공연 있음
※ 3/22(일) 7시 공연 없음

※ 회차별 1인 4매
※ 극장, 공연제작사 및 관계사의 협의에 따라 일부 좌석이 마감되었습니다.","演出开始前3小时可预约。周二、周三、周四、周五晚上8:00演出 / 周末及节假日下午2:00和晚上7:00演出（周一无演出）

※ 3月11日（周三）和3月18日（周三）下午2:30加演

※ 3月22日（周日）晚上7:00无演出

※ 每人每场限购4张票

※ 经剧院、制作公司及相关方协商，部分座位已售罄。"
뮤지컬 〈빌리 엘리어트〉,音乐剧《比利·艾略特》
블루스퀘어 우리은행홀,蓝方友利银行大厅
서울 용산구 이태원로 294,首尔特别市龙山区梨泰院路294
"예매가능시간: 관람 3시간 전까지화-금 7시 30분ㅣ토,일 2시, 7시 (월 공연 없음)

* 4/12(일) 7시 1회 공연
* 5/1(금) 2시, 7시 2회 공연
* 5/3(일) 2시 1회 공연
* 5/5(화) 2시, 7시 2회 공연
* 5/15(금) 2시 30분, 7시 30분 2회 공연
* 5/17(일) 2시 1회 공연

※ 4/25(토) 2시 공연은 전관으로 판매 마감되었습니다.
※ 극장, 공연제작사 및 관계사의 협의에 따라 일부 좌석이 마감되었습니다.","预约时间：演出开始前3小时 周二至周五 晚上7:30 | 周六、周日 下午2:00、晚上7:00（周一无演出）

* 4月12日（周日）晚上7:00演出1场

* 5月1日（周五）下午2:00、晚上7:00演出2场

* 5月3日（周日）下午2:00演出1场

* 5月5日（周二）下午2:00、晚上7:00演出2场

* 5月15日（周五）下午2:30、晚上7:30演出2场

* 5月17日（周日）下午2:00演出1场

※ 4月25日（周六）下午2:00的演出已售罄。

※ 经剧院、制作公司及相关各方协商，部分座位已售罄。"
뮤지컬 〈빨래〉,音乐<洗衣房>
NOL 유니플렉스 2관,NOL Uniplex 2号厅
서울특별시 종로구 동숭동 1-94,首尔特别市钟路区东崇洞1-94
▶ 3월 13일(금) 19:30 구씨│한우열 → 김영환▶ 3월 18일(수) 19:30 구씨│한우열 → 김영환▶ 3월 19일(목) 19:30 구씨│안두호 → 유우헌,"▶ 3月13日（周五）19:30 顾先生|韩宇烈 → 金英焕
▶ 3月18日（周三）19:30 顾先生|韩宇烈 → 金英焕
▶ 3月19日（周四）19:30 顾先生 |安斗浩 → 柳宇宪"
뮤지컬 〈슈퍼거북 슈퍼토끼〉 - 서울숲,音乐剧《超级乌龟超级兔子》- 首尔森林
서울숲 씨어터 2관,首尔森林剧场 2 号厅
서울 성동구 뚝섬로 273,首尔市城东区纛岛路 273
"예매가능시간: 관람 3시간 전까지▶3월 공연정보(3/21~3/31)평일 공연없음 | 토요일 11시, 2시, 4시 | 일요일 및 공휴일 11시, 2시** 단, 3.24(화) 11시▶4-5월 공연정보(4/1~5/10)금 11시 | 주말 및 공휴일 11시, 2시** 단, 4.8(수), 4.14(화), 4.21(화), 4.23(목) 11시** 단, 5.1(금), 5.4(월) 11시 14시 / 5.5(화) 11시 2시 4시- 2차 티켓오픈 일시: 2026년 3월 11일(수)- 2차 티켓오픈 공연 기간: 2026년 4월 14일(화) ~ 5월 10일(일)",可预约时间：演出前3小时 ▶ 三月演出信息（3月21日至3月31日） 平日无演出 | 周六 11:00、14:00、16:00 | 周日及公众假期 11:00、14:00** 3月24日（周二）除外，11:00 ▶ 四月至五月演出信息（4月1日至5月10日） 周五 11:00 |周末及公众假期 11:00、14:00** 4月8日（周三）、4月14日（周二）、4月21日（周二）、4月23日（周四）除外 11:00** 5月1日（周五）、5月4日（周一）除外 11:00、14:00 / 5月5日（周二） 11:00、14:00、16:00 - 第二轮门票开放日期：2026年3月11日（周三） - 第二轮门票开放演出日期：2026年4月14日（周二）至2026年5月10日（周日）
뮤지컬 〈스윙 데이즈_암호명 A〉,音乐剧<Swing Days_Codename A>
충무아트센터 대극장,忠武艺术中心大剧院
서울 중구 퇴계로 387,首尔市中区退溪路387号
