key,name,address,district,mapped_region_id,lat,lng
가평 쁘띠프랑스,가평 쁘띠프랑스,경기 가평군 청평면 호반로 1063,가평군,gyeonggi,37.7150277522095,127.490720315781
가평탑랜드,가평탑랜드,"경기 가평군 가평읍 북한강변로 1044-15 , 가평탑랜드",가평군,gyeonggi,37.77422,127.5344221
가평탑랜드 번지점프,가평탑랜드 번지점프,경기 가평군 가평읍 달전리 108-3,가평군,gyeonggi,37.80604150542156,127.52602892065775
각 궁궐의 정문 앞,각 궁궐의 정문 앞,각 궁궐의 정문 앞,,,37.579754,126.9766818
강남구청,강남구청,서울특별시 강남구 도산대로54길 18 1층,강남구,seoul,37.521517,127.0386901
강남씨어터,강남씨어터,서울 강남구 역삼동 829-20,강남구,seoul,37.49536123749658,127.03323385255213
강동구민회관 대강당,강동구민회관 대강당,서울 강동구 천호동 41,강동구,seoul,37.5457179498377,127.141104271601
강동문화복지회관 천생아트홀,강동문화복지회관 천생아트홀,경상북도 구미시 인동가산로 392,구미시,gyeongbuk,36.0900963,128.4546099
강동아트센터,강동아트센터,서울 강동구 동남로 870 강동아트센터,강동구,seoul,37.5510795,127.1576349
강동아트센터 대극장 한강,강동아트센터 대극장 한강,서울 강동구 상일동 477,강동구,seoul,37.5513053959305,127.157225258193
강동아트센터 소극장 드림 일대,강동아트센터 소극장 드림 일대,서울 강동구 동남로 870 강동,강동구,seoul,37.5301,127.1238
강릉원주대학교 해람문화관,강릉원주대학교 해람문화관,강원 강릉시 죽헌길 7,강릉시,gangwon,37.7708296,128.8714195
강북문화예술회관,강북문화예술회관,서울 강북구 삼각산로 85,강북구,seoul,37.6408543,127.0133421
강북문화예술회관 강북소나무홀,강북문화예술회관 강북소나무홀,서울 강북구 수유동 360-10,강북구,seoul,37.640846251332,127.013165783141
강서아트리움,강서아트리움,서울특별시 강서구 가로공원로 195 강서아트리움,강서구,seoul,37.5375528,126.8376386
강서아트리움 아리홀,강서아트리움 아리홀,서울특별시 강서구 가로공원로 195 강서아트리움,강서구,seoul,37.5375528,126.8376386
강원대학교 백령아트센터,강원대학교 백령아트센터,강원 춘천시 강원대학길 1,춘천시,gangwon,37.8670784,127.7401498
강원도 삼척시 신기면 강원남부로 3016 강원종합박물관,강원도 삼척시 신기면 강원남부로 3016 강원종합박물관,강원특별자치도 삼척시 신기면 강원남부로 3016,삼척시,gangwon,37.3512154,129.0864625
강원도 속초시 미시령로 3054,강원도 속초시 미시령로 3054,강원특별자치도 속초시 미시령로 3054,속초시,gangwon,38.2026725,128.5404383
강원도 춘천시 서면 박사로 844 토이로봇관,강원도 춘천시 서면 박사로 844 토이로봇관,강원특별자치도 춘천시 서면 박사로 844 토이로봇관,춘천시,gangwon,37.8919444,127.691876
강원도 춘천시 우석로 70 국립춘천박물관,강원도 춘천시 우석로 70 국립춘천박물관,강원특별자치도 춘천시 우석로 70 국립춘천박물관,춘천시,gangwon,37.8639007,127.7538801
강원도 평창군 대관령면 올림픽로 715 용평리조트,강원도 평창군 대관령면 올림픽로 715 용평리조트,강원특별자치도 평창군 대관령면 올림픽로 715 드래곤프라자 2층 케이블카,평창군,gangwon,37.6440772,128.6789189
강원도 화천군 사내면 천문대길 431 조경철천문대,강원도 화천군 사내면 천문대길 431 조경철천문대,강원특별자치도 화천군 사내면 천문대길 431,화천군,gangwon,38.1185922,127.4338559
강원특별자치도 강릉시 구정면 정등로 130 디자인씽킹뮤지엄,강원특별자치도 강릉시 구정면 정등로 130 디자인씽킹뮤지엄,강원특별자치도 강릉시 구정면 정등로 130 디자인씽킹뮤지엄,강릉시,gangwon,37.7292692,128.8741232
강원특별자치도 강릉시 난설헌로 131 강릉녹색도시 체험센터,강원특별자치도 강릉시 난설헌로 131 강릉녹색도시 체험센터,강원특별자치도 강릉시 난설헌로 131,강릉시,gangwon,37.791673,128.9072579
강원특별자치도 강릉시 수리골길 102 강릉아레나 1층,강원특별자치도 강릉시 수리골길 102 강릉아레나 1층,강원특별자치도 강릉시 수리골길 102 강릉아이스아레나 1층,강릉시,gangwon,37.779794,128.8968565
강원특별자치도 강릉시 율곡로3139번길 24 오죽헌 오죽헌,강원특별자치도 강릉시 율곡로3139번길 24 오죽헌 오죽헌,강원특별자치도 강릉시 율곡로3139번길 24 오죽헌,강릉시,gangwon,37.77922,128.87753
강원특별자치도 강릉시 창해로 307 세인트존스 호텔,강원특별자치도 강릉시 창해로 307 세인트존스 호텔,강원특별자치도 강릉시 창해로 307,강릉시,gangwon,37.7912822,128.9209164
강원특별자치도 삼척시 새천년도로 28,강원특별자치도 삼척시 새천년도로 28,강원특별자치도 삼척시 새천년도로 28 이사부독도기념관,삼척시,gangwon,37.435749,129.1857184
강원특별자치도 삼척시 엑스포로 69 삼척어린이과학놀이체험관,강원특별자치도 삼척시 엑스포로 69 삼척어린이과학놀이체험관,강원특별자치도 삼척시 엑스포로 69 동굴신비관,삼척시,gangwon,37.4380635,129.1582907
강원특별자치도 속초시 엑스포로 75 EXPO주제관,강원특별자치도 속초시 엑스포로 75 EXPO주제관,강원특별자치도 속초시 엑스포로 75 피노디아,속초시,gangwon,38.190802,128.5826095
강원특별자치도 양양군 손양면 학포길 33 오산리선사유적박물관,강원특별자치도 양양군 손양면 학포길 33 오산리선사유적박물관,강원특별자치도 양양군 손양면 학포길 33 오산리선사유적박물관,양양군,gangwon,38.0860129,128.6605664
강원특별자치도 영월군 김삿갓면 영월동로 1121-15 영월동굴생태관,강원특별자치도 영월군 김삿갓면 영월동로 1121-15 영월동굴생태관,강원특별자치도 영월군 김삿갓면 영월동로 1121-15 동굴생태관,영월군,gangwon,37.1303567,128.5367419
강원특별자치도 영월군 북면 밤재로 351 강원특별자치도탄광문화촌,강원특별자치도 영월군 북면 밤재로 351 강원특별자치도탄광문화촌,강원특별자치도 영월군 북면 밤재로 351 강원특별자치도탄광문화촌,영월군,gangwon,37.2630968,128.46691
강원특별자치도 원주시 북원로 2790 국립강원전문과학관,강원특별자치도 원주시 북원로 2790 국립강원전문과학관,강원특별자치도 원주시 북원로 2790,원주시,gangwon,37.3914238,127.9533591
강원특별자치도 인제군 기린면 상하답로 130 클래식카박물관,강원특별자치도 인제군 기린면 상하답로 130 클래식카박물관,강원특별자치도 인제군 기린면 상하답로 130 인제스피디움,인제군,gangwon,38.0026931,128.2951054
강원특별자치도 인제군 상남면 미덕길 253 인제곤충바이오센터,강원특별자치도 인제군 상남면 미덕길 253 인제곤충바이오센터,강원특별자치도 인제군 상남면 미덕길 253 인제곤충 바이오센터,인제군,gangwon,37.8945971,128.2850687
강원특별자치도 인제군 상남면 서울양양고속도로 117-2,강원특별자치도 인제군 상남면 서울양양고속도로 117-2,강원특별자치도 인제군 상남면 서울양양고속도로 117-2,인제군,seoul,37.9154991,128.2876723
강원특별자치도 춘천시 신동면 김유정로 1430-14 김유정문학촌,강원특별자치도 춘천시 신동면 김유정로 1430-14 김유정문학촌,강원특별자치도 춘천시 신동면 김유정로 1430-14,춘천시,gangwon,37.8190342,127.7189975
강원특별자치도 춘천시 신북읍 신북로 265 노인복지시설 춘천막국수체험박물관,강원특별자치도 춘천시 신북읍 신북로 265 노인복지시설 춘천막국수체험박물관,강원특별자치도 춘천시 신북읍 신북로 265,춘천시,gangwon,37.9481863,127.7491972
강원특별자치도 춘천시 신북읍 신샘밭로 1128 소양강 물문화관 B1층~3층,강원특별자치도 춘천시 신북읍 신샘밭로 1128 소양강 물문화관 B1층~3층,강원특별자치도 춘천시 신북읍 신샘밭로 1128 소양강 물문화관,춘천시,gangwon,37.9488605,127.8150525
강원특별자치도 춘천시 우석로 70 국립춘천박물관 국립춘천박물관 어린이박물관,강원특별자치도 춘천시 우석로 70 국립춘천박물관 국립춘천박물관 어린이박물관,강원특별자치도 춘천시 우석로 70 국립춘천박물관,춘천시,gangwon,37.8639007,127.7538801
강원특별자치도 태백시 천제단길 195 석탄박물관 석탄박물관,강원특별자치도 태백시 천제단길 195 석탄박물관 석탄박물관,강원특별자치도 태백시 천제단길 195,태백시,gangwon,37.117381,128.9505336
강원특별자치도 태백시 태백로 2249 태백고생대자연사박물관 태백고생대자연사박물관,강원특별자치도 태백시 태백로 2249 태백고생대자연사박물관 태백고생대자연사박물관,강원특별자치도 태백시 태백로 2249 태백고생대자연사박물관,태백시,gangwon,37.094949,129.039504
강원특별자치도 태백시 평화길 15 한국안전체험관,강원특별자치도 태백시 평화길 15 한국안전체험관,강원특별자치도 태백시 평화길 15 한국안전체험관,태백시,gangwon,37.1025888,129.0305451
강원특별자치도 평창군 봉평면 효석문학길 73-25 이효석문학관,강원특별자치도 평창군 봉평면 효석문학길 73-25 이효석문학관,강원특별자치도 평창군 봉평면 효석문학길 73-25 이효석문화관,평창군,gangwon,37.6134966,128.3701759
강원특별자치도 화천군 간동면 어룡동길 366 토속어류생태체험장,강원특별자치도 화천군 간동면 어룡동길 366 토속어류생태체험장,강원특별자치도 화천군 간동면 어룡동길 366,화천군,gangwon,38.1254219,127.7637743
강원특별자치도 화천군 화천읍 일원,강원특별자치도 화천군 화천읍 일원,정보 없음,,,0,0
강원특별자치도 횡성군 갑천면 갑천로690번길 156,강원특별자치도 횡성군 갑천면 갑천로690번길 156,강원특별자치도 횡성군 갑천면 갑천로690번길 156,횡성군,gangwon,37.5259631,128.1488263
개화예술공원,개화예술공원,충남 보령시 성주면 성주산로 673-47,보령시,chungnam,36.3139318,126.6581139
갤러리 디아르테,갤러리 디아르테,서울 강남구 청담동 70-16,강남구,seoul,37.5205559525798,127.055134996985
갤러리 플래닛,갤러리 플래닛,서울특별시 마포구 어울마당로 65 상상마당빌딩,마포구,seoul,37.5509494,126.9210617
갯골캠핑장,갯골캠핑장,경기 시흥시 월곶동 520-240,시흥시,gyeonggi,37.38936538628936,126.7620528776188
거암아트홀,거암아트홀,서울 강남구 신사동 504-11,강남구,seoul,37.5195094981008,127.019108071308
거제 씨월드,거제 씨월드,경남 거제시 일운면 지세포해안로 15,거제시,gyeongnam,34.8357922,128.7013645
거제문화예술회관 대극장,거제문화예술회관 대극장,경남 거제시 장승로 145 거제문화예술회관,거제시,gyeongnam,34.8669399,128.7232609
거제문화예술회관 소극장,거제문화예술회관 소극장,경남 거제시 장승로 145 거제문화예술회관,거제시,gyeongnam,34.867193,128.7232459
건강과성박물관,건강과성박물관,제주 서귀포시 안덕면 일주서로 1611 건강과 성 박물관,서귀포시,jeju,33.2548977,126.346723
"경기 고양시 덕양구 고양대로 1955 (동산동, 스타필드 고양) 3층 클래스콕","경기 고양시 덕양구 고양대로 1955 (동산동, 스타필드 고양) 3층 클래스콕",정보 없음,고양시,,37.6584,126.832
"경기 고양시 덕양구 고양대로 1955 (동산동, 스타필드 고양) 스타필드 고양 3층 클래스콕 A룸","경기 고양시 덕양구 고양대로 1955 (동산동, 스타필드 고양) 스타필드 고양 3층 클래스콕 A룸","경기 고양시 덕양구 고양대로 1955 (동산동, 스타필드 고양) 스타필드 고양 3층 클래스콕 A룸",고양시,gyeonggi,37.6584,126.832
"경기 고양시 덕양구 지정로 15 (지축동, 리더플렉스 스카이) 리더플렉스 스카이 601호 (지축역 도보 5분거리)","경기 고양시 덕양구 지정로 15 (지축동, 리더플렉스 스카이) 리더플렉스 스카이 601호 (지축역 도보 5분거리)","경기 고양시 덕양구 지정로 15 (지축동, 리더플렉스 스카이) 리더플렉스 스카이 601호 (지축역 도보 5분거리)",고양시,gyeonggi,37.6584,126.832
경기 고양시 일산동구 무궁화로187번길 17 (정발산동) 잎새의향기 아로마공방,경기 고양시 일산동구 무궁화로187번길 17 (정발산동) 잎새의향기 아로마공방,경기 고양시 일산동구 무궁화로187번길 17 (정발산동) 잎새의향기 아로마공방,고양시,gyeonggi,37.6584,126.832
경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층,경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층,경기 고양시 일산동구 산두로175번길 6-2 (정발산동) 지하 1층,고양시,gyeonggi,37.6584,126.832
경기 고양시 일산동구 율천로8번길 8-6 (마두동) B1,경기 고양시 일산동구 율천로8번길 8-6 (마두동) B1,정보 없음,고양시,,37.6584,126.832
경기 과천시 상하벌로 110 국립과천과학관,경기 과천시 상하벌로 110 국립과천과학관,경기도 과천시 상하벌로 110,과천시,gyeonggi,37.4382479,127.0057724
경기 광주시 곤지암읍 평촌길 12-97 1층,경기 광주시 곤지암읍 평촌길 12-97 1층,경기 광주시 곤지암읍 평촌길 12-97,광주시,gyeonggi,37.359445454876,127.322600318206
경기 김포시 김포한강7로22번길 174-80 (마산동) 1층 파밀리아플라워&까페,경기 김포시 김포한강7로22번길 174-80 (마산동) 1층 파밀리아플라워&까페,정보 없음,김포시,,0,0
경기 남양주시 진접읍 해밀예당1로 96,경기 남양주시 진접읍 해밀예당1로 96,경기도 남양주시 진접읍 해밀예당1로 96,남양주시,gyeonggi,37.7177307,127.1963171
경기 부천시 길주로 660,경기 부천시 길주로 660,경기도 부천시 원미구 길주로 660,부천시,gyeonggi,37.5048251,126.8165923
경기 부천시 벌말로 122 경기 어린이식품안전체험관 부천센터,경기 부천시 벌말로 122 경기 어린이식품안전체험관 부천센터,경기도 부천시 오정구 벌말로 122,부천시,gyeonggi,37.5413872,126.7643557
"경기 부천시 소사구 송내대로 32 (송내동, /) B01호","경기 부천시 소사구 송내대로 32 (송내동, /) B01호","경기 부천시 소사구 송내대로 32 (송내동, /) B01호",부천시,gyeonggi,37.5034,126.766
"경기 부천시 원미구 부천로3번길 48 (심곡동, 심곡동 피노키오 상가) 피노키오 상가 411호","경기 부천시 원미구 부천로3번길 48 (심곡동, 심곡동 피노키오 상가) 피노키오 상가 411호",경기도 부천시 원미구 부천로3번길 48 길찾기 우편번호14637심곡동 피노키오 상가지번경기도 부천시 원미구 심곡동 385 이 주소의 장소 카툰명가 부천역점만화방 부천 원미구 심곡동 ...,부천시,gyeonggi,37.5034,126.766
"경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2) 4층","경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2) 4층","경기 성남시 분당구 분당로53번길 13 (서현동, 산호트윈스2) 4층",성남시,gyeonggi,37.4386,127.1378
경기 수원시 영통구 매영로45번길 7 (매탄동) 지하 1층 이지드럼,경기 수원시 영통구 매영로45번길 7 (매탄동) 지하 1층 이지드럼,정보 없음,수원시,,37.2636,127.0286
"경기 수원시 영통구 청명남로28번길 2 (영통동, 아이텐텐빌딩) 6층 모두의요리아카데미","경기 수원시 영통구 청명남로28번길 2 (영통동, 아이텐텐빌딩) 6층 모두의요리아카데미",정보 없음,수원시,,37.2636,127.0286
"경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워) 11층 1113호","경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워) 11층 1113호","경기 수원시 팔달구 인계로 120 (인계동, 스마트 타워) 11층 1113호",수원시,gyeonggi,37.2636,127.0286
"경기 수원시 팔달구 정조로905번길 31 (장안동, 칠성연립) 나혜석옛길 골목 초입","경기 수원시 팔달구 정조로905번길 31 (장안동, 칠성연립) 나혜석옛길 골목 초입",정보 없음,수원시,,37.2636,127.0286
경기 수원시 팔달구 창룡대로7번길 38 (북수동) 1층,경기 수원시 팔달구 창룡대로7번길 38 (북수동) 1층,경기 수원시 팔달구 창룡대로7번길 38 (북수동) 1층,수원시,gyeonggi,37.2636,127.0286
경기 수원시 팔달구 화서문로 32 (신풍동) SEHWA 지하 1층,경기 수원시 팔달구 화서문로 32 (신풍동) SEHWA 지하 1층,경기도 수원시 팔달구 화서문로 32 길찾기 우편번호16258지번경기도 수원시 팔달구 신풍동 114-1 ...,수원시,gyeonggi,37.2636,127.0286
"경기 수원시 팔달구 효원로308번길 16 (인계동, 한화 꿈에그린 파크) 상가1층 108호","경기 수원시 팔달구 효원로308번길 16 (인계동, 한화 꿈에그린 파크) 상가1층 108호",정보 없음,수원시,,37.2636,127.0286
경기 시흥시 오이도로 332,경기 시흥시 오이도로 332,경기도 시흥시 오이도로 332,시흥시,gyeonggi,37.3356065,126.6907823
"경기 안양시 만안구 문예로52번길 19 (안양동, 서희아리채) 110호 보컬플레이스","경기 안양시 만안구 문예로52번길 19 (안양동, 서희아리채) 110호 보컬플레이스",정보 없음,,,0,0
경기 양주시 광적면 광적로 235-48,경기 양주시 광적면 광적로 235-48,경기도 양주시 광적면 광적로 235-48 조명박물관,양주시,gyeonggi,37.836085,126.9675328
경기 오산시 북삼미로 12,경기 오산시 북삼미로 12,경기도 오산시 북삼미로 12,오산시,gyeonggi,37.1773469,127.0626405
경기 오산시 북삼미로 22 경기도국민안전체험관,경기 오산시 북삼미로 22 경기도국민안전체험관,경기도 오산시 북삼미로 22 경기도국민안전체험관,오산시,gyeonggi,37.1787796,127.062988
"경기 용인시 기흥구 동백중앙로 225-6 (중동, 쥬네브스타월드빌딩) 상세주소는 클래스신청시 안내","경기 용인시 기흥구 동백중앙로 225-6 (중동, 쥬네브스타월드빌딩) 상세주소는 클래스신청시 안내",정보 없음,용인시,,37.241,127.1775
경기 용인시 수지구 고기로 395 (고기동) 1층 103호 홈힐러아로마공방,경기 용인시 수지구 고기로 395 (고기동) 1층 103호 홈힐러아로마공방,경기 용인시 수지구 고기로 395 (고기동) 1층 103호 홈힐러아로마공방,용인시,gyeonggi,37.241,127.1775
"경기 용인시 수지구 진산로 17 (풍덕천동, 순복음교회) 1층  아포에르카페","경기 용인시 수지구 진산로 17 (풍덕천동, 순복음교회) 1층  아포에르카페",정보 없음,용인시,,37.241,127.1775
경기 파주시 회동길 338,경기 파주시 회동길 338,경기도 파주시 회동길 338,파주시,gyeonggi,37.7156096,126.6919271
"경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰) 3층 302호","경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰) 3층 302호","경기 하남시 미사강변중앙로 161 (망월동, 미사파크뷰) 3층 302호",하남시,gyeonggi,37.5556983,127.1923528
경기 화성시 노작로 134,경기 화성시 노작로 134,경기도 화성시 노작로 134,화성시,gyeonggi,37.2006443,127.0751265
경기 화성시 봉담읍 동화길 146,경기 화성시 봉담읍 동화길 146,경기도 화성시 봉담읍 동화길 146,화성시,gyeonggi,37.2124274,126.9607069
경기도 가평군 가평읍 자라섬로 64 이화원 이화원생태문화전시관,경기도 가평군 가평읍 자라섬로 64 이화원 이화원생태문화전시관,경기도 가평군 가평읍 자라섬로 60,가평군,gyeonggi,37.8208949,127.5210701
경기도 가평군 북면 가화로 2089-42 가평군생태탐방학습원,경기도 가평군 북면 가화로 2089-42 가평군생태탐방학습원,경기도 가평군 북면 가화로 2089-42 명지산 생태전시관,가평군,gyeonggi,37.9360563,127.4876873
경기도 가평군 청평면 경춘로 157,경기도 가평군 청평면 경춘로 157,경기도 가평군 청평면 경춘로 93 (대성리) 2층,가평군,gyeonggi,37.684661,127.378513
경기도 고양시 덕양구 고양동 302,경기도 고양시 덕양구 고양동 302,경기도 고양시 덕양구 고양동 302,고양시,gyeonggi,37.7039807,126.8953989
경기도 고양시 덕양구 항공대학로 76 한국항공대학교,경기도 고양시 덕양구 항공대학로 76 한국항공대학교,경기도 고양시 덕양구 항공대학로 76,고양시,gyeonggi,37.5997399,126.8644886
경기도 고양시 일산동구 장대들길 401 람사르 고양장항습지센터,경기도 고양시 일산동구 장대들길 401 람사르 고양장항습지센터,경기도 고양시 일산동구 장대들길 401 람사르 고양 장항습지생태관,고양시,gyeonggi,37.6417937,126.7555285
