Original,TranslationFormula
"파주 농업기술센터 앞에 있는 농경유물전시관은 사라져 가는 전통 농경 문화 유산에 대한 견학을 통해 우리 문화의 자긍심을 높이고 나아가 후대에 농업의 올바른 이해를 촉진시키는 것을 목적으로 설립되었다. 전시관은 지하 1층, 지상 3층의 규모로 농경 유물 500여 점과 짚풀공예품 200여 점이 관련 사진 과 조형물들과 함께 전시되어 있다. 유물은 선사시대부터 조선시대까지 다양한 시대와 지역의 것들이며, 농경과 관련된 다양한 도구와 장비, 농기구, 농산물, 짚풀공예품 등을 한자리에서 만나볼 수 있다. 본 전시관의 주요 전시 유물에는 갈이연장, 삶기 연장, 씨뿌리기 연장, 김매기 연장, 거름내기 연장, 물대기 연장, 거두기 연장, 타작 연장, 말리기 연장, 방아 연장, 나르는 연장, 갈무리 연장, 축산 연장, 짚·풀가공 연장, 식품가공 연장, 길쌈 연장, 계량 연장 등이 있다.","=GOOGLETRANSLATE(A24, ""ko"", ""ja"")"
031-940-4114,"=GOOGLETRANSLATE(A25, ""ko"", ""ja"")"
국립여성사전시관,"=GOOGLETRANSLATE(A26, ""ko"", ""ja"")"
고양 국립여성사전시관,"=GOOGLETRANSLATE(A27, ""ko"", ""ja"")"
경기도 고양시 덕양구 화중로104번길 50,"=GOOGLETRANSLATE(A28, ""ko"", ""ja"")"
"2002년 12월 9일 국내 최초 여성사전시관이 서울시 대방동 여성플라자에 설치되었고 2012년 국립박물관으로 등록, 2014년 9월 1일 고양시 정부지방합동청사로 이전 개관하였다. 역사 속 여성의 역할과 역사 발전에 기여한 인물을 조명하고 국민의 양성평등 의식 고양을 위한 복합교육문화 공간으로서 기능하고 있다. 1층 기획전시실, 2층 상설전시실, 수장고와 학예연구실 등으로 구성되어 있으며 고대부터 근현대까지 여성의 역사를 조명하고 있는데 디지털 미디어, 실물 자료, 미디어아트 등을 활용하여 632년 신라시대 최초 여왕인 선덕여왕을 비롯하여 근현대까지의 한국 여성사의 흐름을 재현하고 있다. 원시 고대 사회 여성들은 여신, 여사제, 시조모, 여왕 등의 역할을 통해 여성들은 정치적인 영향력을 발휘하였으며 고려시대 여성은 집안의 관리자와 경영자로서 뿐만 아니라 상업과 무역활동 등에 종사하며 부를 쌓기도 하였다. 조선시대 유교적인 통제 속에서도 문학, 그림 등 예술활동에 활약한 여성의 삶과 더불어 근현대 여성의 참정권, 교육권, 직업권 등을 확보하기 위해 노력했던 여성들의 모습도 엿볼 수 있다. 2003년 개관 1주년 기념 여성의 힘과 창조성을 주제로 하는 특별기획전을 시작으로 매년 특별기획전을 개최하고 있으며 어린이와 청소년을 위한 양성평등 교육과 성인 대상 여성사 강좌 등을 개최하고 있다. 고양시 등 지역사회주민들이 봉사활동을 하고 있으며 자원봉사포털을 통해 신청접수받아 운영하고 있다.","=GOOGLETRANSLATE(A29, ""ko"", ""ja"")"
031-819-2288,"=GOOGLETRANSLATE(A30, ""ko"", ""ja"")"
의왕 국립수목원 산림박물관,"=GOOGLETRANSLATE(A31, ""ko"", ""ja"")"
경기도 포천시 소흘읍 광릉수목원로 415,"=GOOGLETRANSLATE(A32, ""ko"", ""ja"")"
"산림박물관은 국립수목원의 일부로서, 산림과 임업에 관한 자료의 수집과 국민계도 및 현장학습, 표본 분류·동정, 수장, 전시 및 연구를 목적으로 1985년 10월 25일부터 1987년 4월 5일까지 1년 6개월간에 걸쳐 건립되었다. 건물은 철근콘크리트조 지하 1층, 지상 2층의 4,617㎡(1,400평)로 외부는 국산석재인 화강암 등 근대 신재료를 사용하여 자연에 순응하는 한국 건축의 전통사상에 입각하여 건축하였다. 내부는 잣나무, 낙엽송 등의 광릉산 국산재를 사용하여 축조하였고 박물관 전면 벽은 백제시대 벽화인 산수문전을 현대감각으로 그래픽하여 음각한 돌벽화로서 산, 나무, 물, 바위, 구름 등 자연을 조화있게 배열하여 표현하였다. 제1전시실(살아있는 숲)은 살아있는 숲 영상 시스템은 여러 개의 모니터를 이용하는 영상예술기법을 도입하여 아름다운 숲을 표현하였다. 느티나무 상징목에 8개의 모니터를 설치하여 아랫부분에 설치한 5개의 모니터에는 숲의 바닥에 사는 식물, 곤충, 양서류, 포유류 등을 영상으로 보여주며, 중간 부분에 3개의 모니터에는 나뭇잎과 열매, 꽃, 그리고 새와 나비 등을 볼 수 있다. 관람객들은 8분 동안 계절에 따라 변하는 숲의 전체 모습을 감미로운 음악과 함께 감상할 수 있다.제2전시실(산림문화관)은 역사와 목재 이용이라는 2개의 주제로 전시공간을 구성하였다. 도입부에는 산림과 인간 생명의 근원인 씨앗이라는 콘셉트를 바탕으로 다양한 종자를 전시하였다. 역사 부분에는 고대로부터 현대까지 산림(숲)과 관련된 다양한 내용을 전시하였고 목재 이용 부분에는 우리 선조들의 목재 가공과 이용에 관한 내용이 전시되어 있다. 제3전시실(다면영상관)에서는 산림의 중요성, 생물보전의 중요성 등이 내용에 담겨있는 영상물로 영상관 내부의 구조적 특징은 영상에 담겨져 있는 내용을 더욱 효과적으로 전달하고 있다. 제4전시실(산림생명관)은 [동물과 식물의 진화], [생태숲 디오라마], [인간과 식물], [인간과 곤충], [인간과 버섯], [위협받는 지구], [국제협력을 통한 다양한 위협에 대한 방지 노력], [광릉숲] 코너로 구성되어 있다. 제5전시실(한국의 자연)은 낙엽송과 잣나무를 제재하여 섬유 방향으로 평행하게 우레탄수지 접착제를 사용하여 만든 집성재로서 간벌 소경제의 활용 방법을 제시하였다. 만남의 장소이면서 휴식공간으로 아름다운 식물 사진과 함께 틀린 그림 맞추기 등 누구나 재미있게 컴퓨터 게임을 할 수 있게 되어 있다. 특별전시실에서는 환경생태사진전, 우리나라 조류 및 수류전시회, 곤충전시회, 세밀화 전시회, 목가구 및 목공예 전시회 등을 기획 전시함으로써 대국민 산림환경교육 및 청소년들의 교육장으로 활용하고 있다.","=GOOGLETRANSLATE(A33, ""ko"", ""ja"")"
해움미술관,"=GOOGLETRANSLATE(A34, ""ko"", ""ja"")"
수원 해움미술관,"=GOOGLETRANSLATE(A35, ""ko"", ""ja"")"
경기도 수원시 팔달구 매산로 133,"=GOOGLETRANSLATE(A36, ""ko"", ""ja"")"
"해움미술관은 미술현장에 몸담아온 설립자의 경륜에 따라 2013년에 개관한 수원시 최초 사립미술관이다. 미술관은 거창한 것보다 작은 것으로부터 문화적 공감대를 열어가며 지역민의 욕구에 부응해 가는 창조적 예술 보급처 로서, 예술적 감수성을 지닌 작가발굴 및 지원이라는 소임은 물론 지역사회에 문화적 감수성을 불러 일으키는 다양한 프로그램을 진행한다. 앞으로도 현대미술의 새로운 지평을 넓히며 지역미술의 저변을 탄탄히 구축하는데 힘을 다할 것이다. 그 역할에 대한 사명은 지역사회에 대한 관심의 줄기로 부터 시작된다. 줄기를 통해 관람객들과 작가 사이에 예술 온기가 가득 채워지는 것이 미술관의 바람이며, 예술로 인해 우리의 삶과 일상의 가치가 더욱 풍요로워지길 바란다.","=GOOGLETRANSLATE(A37, ""ko"", ""ja"")"
"성인 2,000원, 청소년/어린이 1,000원","=GOOGLETRANSLATE(A38, ""ko"", ""ja"")"
031-252-9194,"=GOOGLETRANSLATE(A39, ""ko"", ""ja"")"
오산문화예술회관,"=GOOGLETRANSLATE(A40, ""ko"", ""ja"")"
경기도 오산시 경기동로 41,"=GOOGLETRANSLATE(A41, ""ko"", ""ja"")"
"오산문화예술회관은 오산 시민의 여가와 문화생활 증진을 위해 2004년 4월 개관하였다. 2012년 출범한 오산문화재단이 운영하고 있다. 오산문화예술회관은 대공연장과 소공연장으로 구성되어 있다. 특히 대공연장은 지하 1층, 지상 2층, 총 3층 규모로 본 무대(침하 무대) 및 측 무대(승강 무대) 등의 입체 무대와 첨단 조명시설, 음향시설을 갖추고 있어 공연 현장감을 생생하게 느낄 수 있다. 대공연장과 소공연장에서는 각종 문화행사 및 영화 상영, 공연, 연주회 등이 수시로 개최된다.","=GOOGLETRANSLATE(A42, ""ko"", ""ja"")"
031-379-9999,"=GOOGLETRANSLATE(A43, ""ko"", ""ja"")"
백향꽃누르미갤러리,"=GOOGLETRANSLATE(A44, ""ko"", ""ja"")"
광주 백향꽃누르미갤러리,"=GOOGLETRANSLATE(A45, ""ko"", ""ja"")"
경기도 광주시 도척면 얼음골길19번길 33,"=GOOGLETRANSLATE(A46, ""ko"", ""ja"")"
"백향꽃누르미갤러리는 꽃누르미 명인이 운영하는 전시관이다. 오랜 시간 만들어 온 꽃누르미 작품이 전시되어 있다. 꽃누르미란 생화를 말려 수분과 공기를 제거하여 꽃의 색감과 아름다움을 그대로 유지시키고, 이러한 말린 꽃을 활용하는 예술 활동을 말한다. 자연을 모티브로 실제 생화를 말려 작업하는 과정으로 세상에 단 하나밖에 없는 작품이 탄생하게 된다. 액자 외에도, 브로치, 팔찌, 목걸이, 귀걸이, 가구 등에 활용하여 다양한 형태의 작품을 창작하고 있다.","=GOOGLETRANSLATE(A47, ""ko"", ""ja"")"
031-764-5550,"=GOOGLETRANSLATE(A48, ""ko"", ""ja"")"
"대한민국의 20세기 문화는 유난히 큰 변동을 겪었다. 일본이 통치권을 앗아간 1910년부터 40년대, 뼈아픈 6·25전쟁이 있던 1950년대. ‘잘 살아보자’는 일념 하나로 온 국민이 똘똘 뭉쳤던 1970~80년대까지. 오래도록 그 시절이 잊히지 않기를 바라는 마음에서 2005년에 30년 동안 모은 각종 시각유물자료 7만여 점을 헤이리마을로 옮겼다. 입구부터 과거의 냄새를 물씬 풍기는 한국근현대사박물관은 지하 1층, 지상 3층으로 이루어져 있으며 층별로 각기 다른 시대의 한 마을을 통째로 재현한 한국 최초의 근현대사 테마 박물관이다.","=GOOGLETRANSLATE(A49, ""ko"", ""ja"")"
"성인(19세 이상) : 7,000원 소인(36개월 ~ 고등학생) : 5,000원","=GOOGLETRANSLATE(A50, ""ko"", ""ja"")"
031-957-1125,"=GOOGLETRANSLATE(A51, ""ko"", ""ja"")"
동광극장,"=GOOGLETRANSLATE(A52, ""ko"", ""ja"")"
동두천 동광극장,"=GOOGLETRANSLATE(A53, ""ko"", ""ja"")"
경기도 동두천시 생연동,"=GOOGLETRANSLATE(A54, ""ko"", ""ja"")"
동광극장은 옛날 모습을 그대로 간직한 얼마 남지 않은 단관극장이다. 과거에 사용하던 영화표 판매 창구는 현재 사용하지 않지만 옛날부터 쓰던 상영시간표 보드가 걸려있다. 내부로 들어서면 초록색 바닥과 알록달록한 네온사인이 보인다. 이곳에서 드라마 ''응답하라 1988'' 영화관 장면이 촬영됐다. 영화관의 매점은 슈퍼같이 되어 있어 원하는 음료수는 직접 꺼내오면 되고 팝콘은 전자레인지에 돌려준다. 한편에는 특이하게 커다란 물고기가 있는 수조가 있다. 영화표는 방문 구매만 가능하며 좌석도 따로 지정할 수 없어 입장 후 마음에 드는 곳에 앉으면 되는 옛날 방식이다. 앞쪽에는 푹신한 소파좌석으로 되어 있어 편안하게 영화를 관람할 수 있다.,"=GOOGLETRANSLATE(A55, ""ko"", ""ja"")"
031-867-3030,"=GOOGLETRANSLATE(A56, ""ko"", ""ja"")"
소전미술관,"=GOOGLETRANSLATE(A57, ""ko"", ""ja"")"
시흥 소전미술관,"=GOOGLETRANSLATE(A58, ""ko"", ""ja"")"
경기도 시흥시 소래산길 41,"=GOOGLETRANSLATE(A59, ""ko"", ""ja"")"
"‘소전미술관’은 소전재단 이사장이었던 故김용산 회장의 도자기컬렉션을 기증받은 것을 기반으로, 1994년 서울시 종로구 연지동에서 전시되어 오다가, 1996년 경기도 시흥시 대야동으로 이전하여 개관하였다. 1997년 경기도로부터 도자기 중심의 테마 미술관으로 지정받았으며, 한국적인 미감을 다양하게 표현한 도자기 명품들과 불교미술, 회화, 공예, 조각 작품들을 보존, 전시하고 있다. 수려한 자연환경 속에 위치한 소전미술관은 고려시대와 조선시대의 명품도자기를 마주할 수 있는 상설전시실과 세자르, 부르델과 같은 거장들의 조각 작품이 전시된 야외 정원으로 이루어져 있다.","=GOOGLETRANSLATE(A60, ""ko"", ""ja"")"
031-313-1211,"=GOOGLETRANSLATE(A61, ""ko"", ""ja"")"
군포문화원,"=GOOGLETRANSLATE(A62, ""ko"", ""ja"")"
군포 군포문화원,"=GOOGLETRANSLATE(A63, ""ko"", ""ja"")"
경기도 군포시 한세로56번길 12,"=GOOGLETRANSLATE(A64, ""ko"", ""ja"")"
"군포문화원은 군포의 전통문화 및 향토사 자료의 수집, 보존, 보급에 앞장서서 연구하는 곳이다. 전통문화 예술을 보존시키고 지역 공동체의 요인이 되는 향토애와 향토 문화 활동을 통하여 문화 예술 창달과 진흥을 도모하며, 건전한 문화 정착으로 시민의 정서 생활과 전통문화 시민으로서의 자긍심을 고취해 시민 화합 분위기를 조성하고자 노력한다.","=GOOGLETRANSLATE(A65, ""ko"", ""ja"")"
031-397-0195,"=GOOGLETRANSLATE(A66, ""ko"", ""ja"")"
국립현대미술관 과천,"=GOOGLETRANSLATE(A67, ""ko"", ""ja"")"
과천 국립현대미술관 과천,"=GOOGLETRANSLATE(A68, ""ko"", ""ja"")"
"국립현대미술관은 한국 근·현대 미술의 흐름과 세계 미술의 시대적 경향을 동시에 수용하는 국내 유일의 국립미술관으로 1969년 경복궁 소전시관에서 개관하여 1973년 덕수궁 석조전으로 이관하였다. 1986년 국제적 규모의 시설과 야외 조각장을 겸비한 과천으로 신축·이전하였다. 국립현대미술관(과천)은 청계산의 수려한 경치와 잘 어울리는 옛 성곽과 봉화대, 전통마을의 담장과 계단 등 전통양식을 가미한 건물 외관이 독특하다. 미술작품 및 자료의 수집·보존, 전시 및 조사·연구와 이에 관한 국제교류 및 미술활동의 보급과 교육을 통한 미술문화의식 향상 등 명실공히 국립미술기관으로서의 역할을 수행하고 있다. 백남준, 이중섭, 천경자 등의 국내 거장들의 작품도 감상할 수 있으며 다양한 교육프로그램이 있다. 수도권지하철 대공원역 4번 출구에서 미술관까지 셔틀버스가 있고, 코끼리열차를 타고도 미술관으로 갈 수 있으며, 근처에 서울대공원이 있다.","=GOOGLETRANSLATE(A69, ""ko"", ""ja"")"
상설전시 : 무료※ 해당 전시에 따라서 달라질 수 있음(자세한 안내는 전시 소개페이지 참고),"=GOOGLETRANSLATE(A70, ""ko"", ""ja"")"
02-2188-6000,"=GOOGLETRANSLATE(A71, ""ko"", ""ja"")"
하남문화원,"=GOOGLETRANSLATE(A72, ""ko"", ""ja"")"
경기도 하남시 덕풍동로 12,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
"하남문화원은 지방문화원 진흥법에 의거하여 지역사회의 계발 및 문화진흥을 목적으로 1996년 6월 11일 설립되었다. 지역 고유문화를 계발, 보존, 전승하고 향토사의 조사, 연구 및 사료의 수집, 보존활동을 하고 있으며, 또한, 지역문화 행사의 개최와 문화에 관한 자료의 수집, 보존 및 보급활동과 지역문화에 대한 사회교육활동을 활발히 전개하고 있다.","=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
031-795-1020,"=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
청심평화월드센터,"=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
경기 가평군 설악면 미사리로 258,"=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
"청심평화월드센터는 2012년 3월 22일 개관한 복합문화 예술공간이다. 글로벌 문화 사업을 선도하는 공연, 뮤지컬, 기획 전시, 콘서트, 페스티벌을 비롯해 국제 비즈니스를 위한 컨벤션, 이벤트, 프로모션, 그리고 다양한 국내외 실내 스포츠 경기, 교육 행사, 박람회, 방송 CF 촬영 등이 가능한 문화 체험 공간이다. 세종문화회관 대극장의 8배, 올림픽 체조 경기장 2배 규모의 25,000명이 동시 수용 가능한 실내 공연장으로 극장식 무대시스템, 최적의 공연과 행사 진행을 위한 음향 및 조명시스템, 4면 LED 전광판, 슬라이딩 체어 등의 시설을 보유한 곳이다. 지하 3층 공간은 실내 세트장으로 뮤직비디오, 광고 등을 촬영할 수 있고 상황에 따라 물, 스모그 등을 이용한 다양한 연출이 가능하다.","=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
031-589-5200,"=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
연천수레울아트홀,"=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
경기도 연천군 연천읍 문화로 150,"=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
"연천공설운동장 내에 있는 연천수레울아트홀은 연천 시민의 여가와 문화생활 증진을 위해 개관하였다. 수레울은 차탄[車灘]의 순우리말로 도당골에 은거하던 고려진사 이양소를 만나기 위하여 연천으로 친행하던 태종의 어가가 여울을 건너다 빠졌다 하여 수레울이라는 지명이 붙었는데, 연천수레울아트홀은 옛 지명을 사용하여 역사적 유래와 의미를 담았다. 연천수레울아트홀은 550명(휠체어석 5석 포함)수용가능한 대공연장과 166명(휠체어석 3석 포함) 수용가능한 소공연장의 시설을 갖추고 있다. 연천수레울아트홀은 3층 건물로 1층에는 안내데스크와 사무실, 평생교육실, 워크숍룸, 고객누리방, 수유실, 분장실, 대연습실 등의 편의시설과 부속시설이 있고, 2층에 매표소와 음향조정실, 대공연장 1층 객석, 소공연장, 3층에 대공연장 2층 객석, 분장실, 무대 기계실 등의 공연시설을 갖추고 있다. 대공연장과 소공연장에서는 각종 문화행사 및 영화 상영, 공연, 연주회 등이 수시로 개최되며, 공연이 없더라도 1층 로비에서는 미술전이 열리고, 야외에는 2013 한탄강 현대 야외조각 흐름전에 출품되었던 작품들이 있는 조각공원과 우리나라 지도가 양각되어 있는 분수대가 있어 산책 삼아 찾을 만하다. 은현IC에서 차량으로 약 17분, 경원선 연천역에서 약 3분 소요되며, 역에서 인근까지 가는 버스가 있다. 인근에 고대산자연휴양림, 백마고지, 연천역고드름, 노동당사, 열쇠전망대, 동막골유원지, 두루미테마파크, 재인폭포(한탄강 국가지질공원), 한탄강∙임진강 주상절리, 연천전곡리유적, 연천 호로고루, 연천고랑포구역사공원 등이 있다.","=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
031-834-3770,"=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
광명문화원,"=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
광명 광명문화원,"=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
경기도 광명시 철망산로 42,"=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
"광명문화원은 1992년 전통문화계승 보존과 지역문화 개발을 목적으로 설립되었다. 향토사 조사 보급사업, 지역문화행사 개최, 문화예술프로그램을 연구 보급하여 시민들의 문화감수성 함양과 지역문화발전에 기여하고 있다. 어린이문화학교와 성인문화학교에서 바이올린, 발레교실, 풍물교실, 서예, 사군자, 경기민요, 성인 판소리, 한국화 등의 프로그램을 운영한다. 우리 고장 광명과 연계하여 진행되는 답사 프로그램은 지역사회에 대해 처음으로 배우기 시작하는 어린 학생들이 광명의 향토유적지 및 문화시설을 직접 탐방하여 지역의 역사와 문화를 바르게 알고 익혀 광명시민으로 자긍심과 향토의식을 키우기 위한 문화교육프로그램이다. 오리문화제는 향토 위인 오리 이원익 정승을 기리고, 애향심과 지역문화에 대한 자긍심을 갖기 위해 1992년부터 매년 개최되고 있다.","=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
"문화학교 강좌당 90,000 ~120,000원","=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
02-2618-5800,"=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
과천시민회관,"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
과천 과천시민회관,"=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
"과천시민회관은 수도권 지하철 4호선 정부과천청사역 10번 출구에서 135M의 거리에 위치하고 있는 문화 예술 공연장이다. 전국에서 제일 살기 좋은 도시라는 명성에 걸맞게 천혜의 자연경관과 어우러져 아름답고 웅장한 모습으로 그 자태를 뽐내고 있다. 1995년 10월 7일에 개관한 문화•예술•체육 복합문화 시설이다. 대극장(929석), 소극장(380석)과 야외공연장, 헬스장, 볼링장, 수영장, 아이스링크, 실내골프장, 체육관 등의 주요시설과 녹색가게, 세미나실, 회의실, 빙상용품점 등의 부대시설을 갖추고 있다. 문화 공연, 예술 공연 뿐만 아니라 시민 여가 활동에 도움을 주며 삶의 질을 향상시키는 태권도 , 요가, 에어로빅, 발레 등 프로그램이 다양하다.","=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
02-504-7300,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
지혜샘어린이도서관,"=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
수원 지혜샘어린이도서관,"=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
경기도 수원시 권선구 동탄원천로 818 지혜샘도서관,"=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
"수원시에는 일반적인 도서관 외에 어린이만을 위한 전용 도서관인 슬기샘, 바른샘, 지혜샘 도서관이 있다. 지혜샘어린이도서관은 2005년 개관 미래 꿈나무라고 할 수 있는 어린이들이 슬기롭고 지혜로우며 바른 어린이로 자랄 수 있도록 설립된 지식정보 및 문화공간이다. 이곳은 총 3개 층으로 이루어져 있으며, 1층은 유아 자료실인 옹달샘, 2층은 초등 자료실인 두레샘, 3층은 가족 자료실과 강당, 환경에너지관이 있다. 약 14만여 권에 달하는 장서와 함께 다양한 독서문화 프로그램을 진행하여 자라나는 새싹들에게 꿈과 희망, 호기심을 갖도록 하며 다가오는 지식정보화시대에 문화 체험 및 정보마인드를 향상시키고자 한다.","=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
031-225-5566,"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
안산 유리섬박물관,"=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
경기도 안산시 단원구 부흥로 254,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
