Original,TranslationFormula
02-3219-5702,"=GOOGLETRANSLATE(A12, ""ko"", ""en"")"
"김창열미술관은 개관 10주년을 맞아 지난 10년간의 전시 역사를 되짚는 온라인 전시를 마련하였다. 이 전시는 미술관이 소장한 239점의 작품 가운데, 학예사들이 가장 많이 전시에 선보이며 중요하게 다뤄온 작품 10점을 선정하여 소개한다. 이 작품들은 지난 10년간 김창열미술관의 전시 기획과 연구 방향을 상징적으로 보여주는 결과물이다. 반복적으로 선택되고 조명된 작품들을 통해 미술관이 김창열의 예술에서 어떤 미학적 가치를 중심에 두어 왔는지를 자연스럽게 확인할 수 있다. 10년의 시간 속에서 이 작품들은 최소 6회에서 최대 9회까지 관람객과 만나며 미술관의 대표작으로 자리매김해 왔다. 이번 온라인 전시는 지난 10년간 축적해 온 전시의 기억을 돌아보는 동시에, 김창열 예술의 본질과 지속성을 다시금 성찰하는 계기를 제공하고자 한다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A13, ""ko"", ""en"")"
제주도립김창열미술관 064-710-4150,"=GOOGLETRANSLATE(A14, ""ko"", ""en"")"
"수원시립미술관 소장품전 «블랑 블랙 파노라마»는 흑과 백이라는 두 축을 출발점으로 삼는다. 프랑스어 ‘블랑(blanc, 흰)’과 영어 ‘블랙(black, 검은)’의 어원을 살펴보면, 언어학적으로 두 단어 모두 빛이나 불, 연소와 관련된 어근에서 파생되었다는 견해가 있다. 이는 ‘빛나다(to shine)’ 또는 ‘타다(to burn)’의 의미를 지닌 인도유럽조어 *bʰleg-가 그 배경으로 제시된다는 해석과도 연결 지을 수 있다. 이는 백과 흑, 밝음과 어둠이 서로 대립하는 개념이 아니라 하나의 기원에서 파생되는 개념임을 암시한다. 불이 되어 하얗게 빛나는 상태를 지나, 다 타버린 뒤 검게 그을린 재로 남게 되는 일련의 과정. 빛남과 그을림, 드러남과 감춰짐은 대립이 아닌 연쇄적인 작용이며, 서로를 전제하여야 비로소 나타날 수 있다. 이는 대립을 넘어 상호 의존 속에서 드러나는 상태, 곧 불이(不二), ‘둘이 아님’의 사유에 닿아 있으며, 명확한 경계나 단정적인 판단보다 연결의 감각을 요청하는 태도를 지닌다. 전시는 이러한 어원적 배경을 실마리로 삼아 세계를 분절적으로 이해해 온 시선을 거두고, 예술이 지닌 성찰적 태도를 새롭게 비추어본다. ‘백’은 불타지 않음이 아니라 아직 그을리지 않은 상태이며, ‘흑’은 소멸이 아니라 빛이 지나간 흔적이다. 이처럼 둘은 서로를 부정하지 않고, 관계를 맺는 과정에서 그 성질을 드러낸다. 전시에서 소개되는 20여 점의 소장품은 이러한 태도를 작품의 형식과 방법의 차원에서 구현하고 있다. 작가는 대상의 ‘무엇’을 재현하느냐보다 대상과 맺는 관계를 ‘어떻게’ 표현할 것인가를 집중적으로 탐구하며, 반복과 중첩, 필사와 축적, 긋기와 비우기 같은 수행적 방식을 표면 위에 남긴다. 이러한 방식은 흑과 백, 명과 암, 드러냄과 남김 등 상반되어 보이는 요소들이 상호 배제되지 않고 서로를 경유하며 동시에 작동하게 만든다. 이제 어둠과 밝음은 서로에게 닿는 자리에서 ‘채움’과 ‘여백’의 성질로 교차하며 관계를 이룬다. 이때 ‘파노라마’란 하나의 시점을 의미하지 않는다. 서로 다른 작품들이 나란히 놓이며 만들어내는 연속적인 장면, 그리고 그 사이를 이동하며 생겨나는 미묘한 차이와 공백의 총합을 가리킨다. 흑과 백, 밝음과 어둠, 채움과 비움이 끊임없이 전환되는 장면 속, 전시는 단정 짓기보단 머뭇거림을, 결론 대신 사유의 여지를 남기는 방식을 제안한다. 이제 작품은 명확한 메시지를 전달하기보다, 관람자가 각자의 속도로 머물며 관계 속에 존재하는 서로를 살필 수 있는 조건으로 제시된다. 작품 사이를 거닐며 고정된 구분을 넘어 자신만의 감각과 사유를 새롭게 마주하길 바란다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A15, ""ko"", ""en"")"
"성인 4,000원 / 청소년, 군인 2,000원 / 어린이 1,000원","=GOOGLETRANSLATE(A16, ""ko"", ""en"")"
수원시립미술관 031-5191-3800,"=GOOGLETRANSLATE(A17, ""ko"", ""en"")"
"《신소장품 보고전》은 대구미술관이 2025년 수집한 작품을 시민에게 투명하게 공개하는 전시로 수집작품 총 71점 중 28점의 작품을 선보인다. 이번 수집의 방향성은 주요하게 대구의 근대미술 및 1980년대 미술로 설정했다. 대구미술관 리모델링을 통해 근대미술 상설관이 개관하면서 시민과의 공유기반이 마련되었으며, 이에 따른 작품 확충의 요구가 생겼다. 더불어 2025년 2월 개최된 《1980-1989 대구미술: 형상의 소환》과 함께 1980년대 새로운 형상미술을 컬렉션 차원에서 구축하기 위한 수집을 병행했다. 근대미술 작품의 경우 서동진의 <공장풍경>, 박명조의 <자화상>, 정점식의 <모자> 등이 소개된다. 기존에 소장하지 않았던 소재와 시기, 조형적 국면을 보완하는 작품들이다. 이번에 수집된 근대작품의 경우 기존 소장품과 함께 향후 연구와 전시로의 확장을 가능하게 한다. 또한 1980년대 대구미술에서는 새로운 형상이 등장했던 경향에 주목해 김일환, 박용진, 송광익, 이국봉의 수집 작품이 소개된다. 이들의 작품은 형상을 기반으로 각기 다른 방식으로 개인의 조형언어를 구축하고 시대의 현실을 응시하는 공통점을 지닌다. 이를 통해 1980년대 대구미술이 보여준 새로운 형상미술의 면모를 컬렉션 내에서 구조화할 수 있는 중요한 지점을 형성한다. 2024-2025년 미술관의 주요 전시를 통해 소개되었던 작가들의 작품도 수집을 통해 다시 선보인다. 권오봉의 <무제>, 이기칠 <거주> 와 함께 와엘 샤키의 아시아 최초 커미션 작품인 <Love Story> 등이 전시된다. 특히 곽훈, 권세진 등 대구작가의 비중 있는 수집은 지역작가의 지원을 넘어 컬렉션 안에서 동시대 미술 담론이 유기적으로 확장될 수 있는 조건을 형성한다. 미술관의 소장품은 구입뿐 아니라 기증을 통해서도 확장된다. 2025년에는 강운섭과 정치환 작가의 유족으로부터 대량의 작품을 기증 받으며 작가별 대표 작품군을 구축하게 되었다. 이 외에도 곽훈, 백락종, 서동균, 송광익, 이국봉, 션 스컬리의 작품이 기증되었다. 대구미술관은 이러한 기증의 의미를 컬렉션 안에서 지속적으로 활성화해 나갈 것이다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A18, ""ko"", ""en"")"
"성인 1,000원 / 소년, 청년, 대학생, 군인, 예술인 700원","=GOOGLETRANSLATE(A19, ""ko"", ""en"")"
대구미술관 053-430-7500,"=GOOGLETRANSLATE(A20, ""ko"", ""en"")"
"BBC 심포니 오케스트라, 사카리 오라모 ＆ 손열음","=GOOGLETRANSLATE(A21, ""ko"", ""en"")"
"BBC 심포니와 오라모, 손열음이 함께 선보이는 20세기 관현악의 깊이와 정수 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A22, ""ko"", ""en"")"
R석 18만원 / S석 13만원 / A석 8만원,"=GOOGLETRANSLATE(A23, ""ko"", ""en"")"
"문화예술공공수장고는 2025 야외 전시 프로젝트 《강주현: 연결의 비정형》展을 선보인다. 자연과 예술이 공존하는 지리적 특성을 지닌 공공수장고는 그동안 지역의 문화 정체성과 생태 환경을 반영한 다양한 콘텐츠를 개발해 왔다. 이번 기획은 우리가 일상 속에서 무심코 지나쳤던 주변 유휴공간에 새로운 시선을 부여하고, 다양한 매체의 대입을 통해 공간을 새롭게 해석하고, 재구성하고자 한다. 나아가 예술이 특정한 틀이나 경계 안에 머무르지 않고, 자연·공간과·관객의 다층적 관계 속에서 어떻게 확장되고 진화할 수 있는지 탐색하고자 한다. 이번《연결의 비정형》展은 기능적 공간의 고정된 역할을 넘어, 수장고가 지닌 장소성과 공공성에 대해 근본적인 질문을 던지고, 그 의미를 새롭게 해석하고자 하는 시도를 담고 있다. 단순히 작품을 보관하는 폐쇄된 장소가 아니라, 예술과 사람, 감각과 사유가 유기적으로 소통하는 ‘열림의 공간’으로 전환하려는 의지를 담은 것이다. 작가는 이 전시를 통해 공공수장고의 기존 개념을 재구성하며, 공간 자체가 하나의 살아 있는 예술적 장(場)이 될 수 있음을 제안한다. 작가의 시선은 수장고를 단지 물리적 공간이 아닌, 시간과 관계, 감각이 머무르고 흘러가는 역동적인 구조로 바라본다. 즉, 이곳은 이제 더 이상 예술품이 정적으로 ‘머무는’ 장소가 아니라, 관객의 참여와 인식을 통해 끊임없이 ‘생성’되고 ‘변형’되는 열린 장소로 변모된다. 전시 제목인《연결의 비정형》은 이번 전시의 근본적인 개념과 작가의 의도를 상징적으로 함축하고 있다. 제목은 고정된 틀이나 정해진 규칙, 일방적인 의미 체계로 환원되지 않는 관계의 본질을 드러낸다. 즉, 세상은 명확하게 나뉘고 고정된 것이 아니라, 끊임없이 변화하며 상호작용하는 다각적이고 유동적인 관계망으로 이루어져 있다는 인식에서 출발한다. 작가는 이 같은 비정형적 관계의 감각을 시각적으로 구현하기 위해, ‘원(circle)’이라는 조형 언어를 핵심 요소로 삼는다. 작품에 등장하는 다양한 크기와 색상의 ‘원’들은 각각 ‘나’, ‘타인’ 고유하고 독립된 존재를 상징한다. 그러나 이 원들은 결코 고립된 상태로 머물지 않는다. 서로 겹치고, 맞닿고, 중첩되며 연결됨으로써, 그 경계가 흐려지고, 개별적 존재는 더 이상 고정된 실체가 아닌 상호 영향을 주고받는 유기적인 관계의 일부로 구성된다. 이렇게 만들어진 시각적 구조는 하나의 패턴으로 고정되지 않고, 관람자의 위치, 거리, 시선의 방향에 따라 계속해서 다르게 인식되어 열린 형태로 확장된다. 특히 작가는 ‘원과 원 사이’, 즉 존재와 존재 사이의 틈에서 발생하는 예측 불가능하고 비정형적인 형태에 주목한다. 이 ‘사이의 형태’는 단순히 물리적 공간이나 경계로서 기능하는 것이 아니라, 오히려 그 틈 안에서 새로운 관계와 감각, 해석이 발생하는 창조적 지점으로 작동한다. 이 열린 틈은 관객이 사유하고 감응할 수 있는 감각적 공간이자, 공감과 소통이 일어나는 매개적 장(場)으로 기능하며, 전시 전체의 개념을 시각적으로 구현하는 중요한 축이 된다. 이번 프로젝트는 ‘공공성’에 대해서도 근본적인 질문을 던진다. 전통적으로 공공성은 제도적으로 일방적인 제공과 수용의 관계로 이해되어 왔지만, 이 전시는 그것을 끊임없이 분석되고, 재구성되는 역동적인 관계로 새롭게 정의한다. 이는 현대 사회의 공공 공간이 물리적 기능을 넘어서 공동체의 다양성과 상호작용을 반영하는 살아 있는 장이 되어야 한다는 예술적·사회적 제안이기도 하다. 결국 공공수장고는 '누구와, 어떻게 연결될 것인가'를 묻는 공감과 연결의 실험장으로 재탄생 된다. 《연결의 비정형》展은 공간과 관계, 존재의 의미를 새롭게 성찰하게 하며, 예술이 단순한 시각적 체험을 넘어 삶과 공동체를 잇는 촉매가 될 수 있음을 보여준다. 이번 전시는 고정된 정체성과 경계를 넘어 타자와의 관계 속에서 확장되는 인간 존재를 탐구하고, 그러한 만남이 이루어지는 공간의 무한한 가능성을 예술적으로 실험하는 장이다. 또한 자연과 인간, 과거와 현재, 개인과 공동체를 잇는 다층적 연결망 속에서 미래를 모색하는 담론의 출발점","=GOOGLETRANSLATE(A24, ""ko"", ""en"")"
2026 국립정동극장 예술단 <광대>,"=GOOGLETRANSLATE(A25, ""ko"", ""en"")"
서울 | 국립정동극장,"=GOOGLETRANSLATE(A26, ""ko"", ""en"")"
서울특별시 중구 정동길 43 (정동),"=GOOGLETRANSLATE(A27, ""ko"", ""en"")"
1902년 12월 2일 막 올랐던 최초의 유료공연 <소춘대유희>120년 전 무대를 모티브로 새로운 <소춘대유희>를 다시 올리려는 예술단장 순백과 단원 모두리의 고군분투 하룻밤이 펼쳐진다! 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A28, ""ko"", ""en"")"
전석 6만원,"=GOOGLETRANSLATE(A29, ""ko"", ""en"")"
02-751-1500,"=GOOGLETRANSLATE(A30, ""ko"", ""en"")"
《파편의 파편: 박치호·정광희》전은 효율과 속도가 강조되는 시대에 우리에게 잠시 멈춤의 시간을 선물합니다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A31, ""ko"", ""en"")"
국립아시아문화전당 1899-5566,"=GOOGLETRANSLATE(A32, ""ko"", ""en"")"
"R석 70,000원
R석 50,000원","=GOOGLETRANSLATE(A33, ""ko"", ""en"")"
라바마인 02-2269-8896,"=GOOGLETRANSLATE(A34, ""ko"", ""en"")"
050-71447-6222,"=GOOGLETRANSLATE(A35, ""ko"", ""en"")"
"제 60회 동아연극상 3관왕 수상작 죽어서 집이 되어버린 사람, 그 안으로 찾아온 기적같은 사랑의 이야기 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A36, ""ko"", ""en"")"
NOL티켓 1644-2620,"=GOOGLETRANSLATE(A37, ""ko"", ""en"")"
"“조각의 ‘평면적 기억’, 회화의 ‘확장된 공간 기억’이 결합될 때, 미술 표현의 또 다른 가능성이 열린다.” ㅡ윤성진, 작가노트 2025 오늘날 조각은 소재나 표현 기법에 있어서 회화, 설치미술, 퍼포먼스, 영상 등과 혼성적 양식으로 나타나고 이러한 타 장르와의 결합을 통해 공간과 개념을 확장하고 있다. 갤러리JJ는 조각가 윤성진의 개인전 <윤성진: 2면 2시점>을 마련하였다. 윤성진은 회화와 조각을 넘어선 공간을 모색하고 동시대 조각의 새로운 경험을 탐색한다. 작가는 전통 조각의 물성과 양감을 최소화하여 회화적 평면을 지향하는 역설적인 접근방식으로, 회화적 평면의 양면을 가지는 추상적 오브제인 ‘2면 조각 (2-face sculpture)’을 제시한다. 그것은 조각 구조에 회화적 경험을 결합하는 것으로 나타난다. 이번 전시는 작가가 파리에서의 오랜 생활을 마치고 서울로 돌아온 이후 지난 4년간의 작업들을 모아 최초로 선보이는 자리로, <접힌 사각형> 등 신작을 비롯하여 그의 작업의 대표적인 ‘2면 조각’들을 소개한다. 전시는 20여점의 공간에 세우는 스탠딩 작업과 벽면을 이용하는 벽 작업으로 구성된다. 이번 전시는 그 동안 그가 사유하고 구축해온 특유의 조형 방식과 관람객의 시지각적 경험을 기반으로 하는 작품세계의 독자성을 조명한다. 윤성진의 추상조각은 기하학적 조형요소 및 서예에서 비롯된 원리와 조형적 감각을 바탕으로, 회화의 평면성과 조각의 구조가 만나는 지점을 탐구하며 현대조각의 경계를 확장해왔다. 회화와 표현의 경계가 맞물리는 조형 구조를 가진 그의 작업은 조각이 점유해 온 물리적 공간을 넘어 평면 내부에서 발생하는 공간적 긴장과 감각의 층위를 섬세하게 드러냄으로써 평면과 입체에 대한 질문을 던진다. 작가가 ‘회화적 조각’ 혹은 ‘2면 조각’이라 명명하는 작업은 기하학적 추상 구조를 기반으로 하며, 회화와 조각, 설치라는 장르의 경계를 오간다. 하나의 얇은 판 위에 서로 다른 두 회화적 면을 병치하는 방식은 평면과 입체 사이의 긴장을 형성하며, 관람자의 이동과 시선의 변화 속에서 작품이 점진적으로 완성되도록 유도한다. 이로써 작업은 앞과 뒤, 내부와 외부라는 이분법적 구분을 넘어, 두 면 사이에서 분위기가 교차하는 또 다른 감각적 공간을 생성한다. 돌이켜보면, 과거에도 예술 형식들은 서로 완전히 닫혀지지 않았다. 오랜 서양 조각의 역사에서 조각은 건축, 회화와 분리되지 않고 상호 작용했으며, 르네상스 이후 이들은 독립하여 자율적 형식을 갖추게 되었고 시간이 지남에 따라 형식 간의 경쟁이 스스로에게 집중하고 강력한 방식임을 입증하는 식으로 진전되었을 뿐이다. 현대미술에 이르러 새로운 소재로 질량을 최소화하고 내외부를 연결하여 전통적 조각의 틀에서 벗어나고자 했던 나움 가보(Naum Gabo), 사진이라는 매체를 조각으로 끌어들여 조각의 커다란 화두인 평면과 입체에 대한 질문을 던지는 권오상 등 조각의 정체성은 끊임없이 도전 받아왔다. 지난 1990년대 초 작가는 과학의 발달로 인한 가치관의 변화와 혼돈의 시대를 표현하고 자연파괴와 인간성의 피폐함을 고발하는 등 표현성이 짙은 작업으로 잘 알려져 있다. 은빛 알루미늄판을 자르고 조합하는 등 1970년대 한국미술의 물성 탐구의 계보를 잇는 작업을 하였고, 그의 작업들은 국립현대미술관을 비롯하여 시립미술관 등 국내외 주요기관에 소장되어 있다. 주관적인 감성과 물성을 중시하는 표현주의적 작업은 어느덧 변화하여 현재의 균형과 이성 중심의 기하학적 추상 형태에 이르게 되었고, 이에 대한 궁금증을 불러일으킨다. 그것은 20여년 가까운 파리 생활에서 몸에 배인 문화적 분위기와 십자가 형태의 조형작업과의 연관관계, 러시아 구성주의를 비롯한 20세기 초 미술사를 숙고하여 차용하게 된 점, 그리고 무엇보다 작가 자신의 깊숙한 내부로부터 대면한 서예의 조형성에 대한 기억에서 그 이유를 찾을 수 있을 것 같다. — 선, 면, 공간 전시장에 벽과 바닥에 설치된 기하학적 추상 오브제들은 선과 면이라는 조형의 기본 요소들이 평면의 내부는 물론 조각의 구조적 형태로서 연속적으로 펼쳐진다","=GOOGLETRANSLATE(A38, ""ko"", ""en"")"
02-322-3979,"=GOOGLETRANSLATE(A39, ""ko"", ""en"")"
유니버설발레단 발레 <돈키호테>,"=GOOGLETRANSLATE(A40, ""ko"", ""en"")"
"스페인의 정열이 살아 숨 쉬는 희극발레의 대표작 ‘돈키호테’. 선술집 딸 키트리와 이발사 바질의 좌충우돌 사랑과 우정, 판타지, 모험 이야기 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A41, ""ko"", ""en"")"
R석 9만원 / S석 7만원 / A석 3만원,"=GOOGLETRANSLATE(A42, ""ko"", ""en"")"
군산시립교향악단 제166회 정기연주회 [프리뷰 콘서트],"=GOOGLETRANSLATE(A43, ""ko"", ""en"")"
전북 | 군산예술의전당,"=GOOGLETRANSLATE(A44, ""ko"", ""en"")"
전라북도 군산시 백토로 203 (지곡동),"=GOOGLETRANSLATE(A45, ""ko"", ""en"")"
군산시립교향악단 063-454-5556,"=GOOGLETRANSLATE(A46, ""ko"", ""en"")"
"김문정 음악감독의 섬세하고 위트있는 해설과 오케스트라가 빚어내는 압도적인 라이브 무대, 김문정이 요리한 음악 한 접시 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A47, ""ko"", ""en"")"
"R석 9만원 / S석 7만원 / A석 50,000원","=GOOGLETRANSLATE(A48, ""ko"", ""en"")"
페루치오 부소니 국제 피아노 콩쿠르의 제65회 우승자이자 관객상 수상자. 이판 우(YIFAN WU)의 열정적인 연주 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A49, ""ko"", ""en"")"
R석 5만원 / S석 3만원,"=GOOGLETRANSLATE(A50, ""ko"", ""en"")"
백조의 호수,"=GOOGLETRANSLATE(A51, ""ko"", ""en"")"
서울 | 예술의전당 오페라극장,"=GOOGLETRANSLATE(A52, ""ko"", ""en"")"
"매회 전석 매진을 기록하는 국립발레단 <백조의 호수>는 발레 안무의 거장 유리 그리고로비치의 안무작으로 국립발레단만을 위해 특별히 고안한 행복한 결말이 특징이다. 1막 1장 궁전 안. 오늘은 왕자의 20세 생일날이다. 궁정의 처녀들과 즐겁게 춤을 추는 왕자와 친구들. 이때 여왕이 등장해 왕자가 성인이 된 것을 축하하며 선물로 칼을 준다. 사람들이 나간 후 혼자 남은 지그프리트 왕자는 알 수 없는 어떤 힘이 자꾸만 자신을 어디론가 인도하는 것을 느낀다. 1막 2장 알 수 없는 힘에 이끌려 다다른 곳은 숲 속의 호숫가. 왕자는 호숫가에서 인간의 모습으로 변하는 백조들을 발견한다. 지그프리트 왕자는 그 중 가장 아름다운 오데트 공주에게 반한다. 그녀는 자신들은 천재적인 악마의 저주에 의해 낮에는 백조, 밤에는 사람으로 변하는 신세를 하소연하면서 이 저주의 마법에서 풀리려면 한 사람의 변치 않는 사랑을 받아야 한다고 말한다. 왕자는 사랑의 맹세를 하고 다음 날 있을 무도회에서 그녀와 결혼을 발표하기로 약속하고 헤어진다 2막 1장 궁전 무도회장. 왕자는 오데트가 오기 기다리면서 손님들을 맞는다. 왕자를 위해 폴란드, 러시아, 스페인, 헝가리, 나폴리에서 초대된 공주들 가운데 신부감을 고를 것을 종용 받지만 왕자는 별 뜻이 없다. 그때 악마가 자신의 딸 오딜을 데리고 등장한다. 오데트와 닮은 오딜에게 왕자는 달려간다. 악마는 이제부터 왕자의 감정을 시험하기 시작한다. 흑조 오딜의 매력에 빠져 왕자는 그녀와의 결혼을 발표한다. 이때 갑자기 어둠이 밀려오며 절망에 빠진 오데트의 환영이 나타난다. 왕자는 그제서야 자신이 운명의 장난에 놀아난 것을 깨닫고 백조의 호수가로 달려간다. 2막 2장 호숫가. 왕자의 배신으로 영원히 백조로 살게 되었다며 오데트가 백조들에게 슬픈 소식을 전한다. 용서를 빌기 위해 달려온 왕자. 그러나 악마는 그를 오데트와 갈라놓기 위해 계속 방해를 한다. 왕자는 운명에 맞서 싸우려 하지만 악마의 힘은 대단하다. 그때 오데트가 왕자에게 당신을 용서한다고 말하는 순간 그들의 사랑이 악마의 악한 힘을 이겨내는 기적이 일어난다. 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A53, ""ko"", ""en"")"
"R석 120,000원 / S석 10,000원 / A석 60,000원 / B석 30,000원 / C석 10,000원","=GOOGLETRANSLATE(A54, ""ko"", ""en"")"
국립발레단 02-587-6180~5,"=GOOGLETRANSLATE(A55, ""ko"", ""en"")"
순수한 황홀함과 관능적인 에너지가 어우러진 서울시발레단의 더블 빌 발레 공연 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A56, ""ko"", ""en"")"
R석 6만원 / S석 4만원,"=GOOGLETRANSLATE(A57, ""ko"", ""en"")"
믹스드 오케스트라 26,"=GOOGLETRANSLATE(A58, ""ko"", ""en"")"
서울 | 세종문화회관 세종대극장,"=GOOGLETRANSLATE(A59, ""ko"", ""en"")"
"명곡과 신작, 전통과 창작, 세대와 감각이 교차하며 국악관현악의 매력을 확장하는 '믹스드 오케스트라' 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A60, ""ko"", ""en"")"
빅마더,"=GOOGLETRANSLATE(A61, ""ko"", ""en"")"
"보이지 않는 정보의 권력이 일상을 잠식하는 시대, 마침내 국내 최초로 관객 앞에 그 베일을 드러낸다 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220","=GOOGLETRANSLATE(A62, ""ko"", ""en"")"
R석 6만원 / S석 5만원 / A석 4만원,"=GOOGLETRANSLATE(A63, ""ko"", ""en"")"
나부코,"=GOOGLETRANSLATE(A64, ""ko"", ""en"")"
40년 만에 다시 대극장 무대에 오르는 배르디의 대작 해당 공연·전시 프로그램은 주최자·공연자 등의 사정에 따라 변경될 수 있습니다. 1688-2220,"=GOOGLETRANSLATE(A65, ""ko"", ""en"")"
VIP석 15만원 / R석 12만원 / S석 10만원 / A석 8만원 / B석 5만원,"=GOOGLETRANSLATE(A66, ""ko"", ""en"")"
