Original,TranslationFormula
"경기도 시흥시 정왕동에 위치한 ''정왕시장''은 정왕어린이도서관 바로 뒤 편에 있다. 정왕역에서 도보로 갈 수 있고, 버스를 타고 갈 수도 있어 접근성이 좋다. 정왕시장은 형성된 이래 15년 만인 2016년 7월 전통시장으로 인정받았다. 채소, 과일, 육류, 생선 등 각종 식품과 잡화를 구매할 수 있고 길거리 음식을 맛볼 수 있다. 최근에는 코로나 시대에 발맞춰 근거리 배송 서비스도 운영하고 있다.","=GOOGLETRANSLATE(A67, ""ko"", ""ja"")"
031-8044-1248,"=GOOGLETRANSLATE(A68, ""ko"", ""ja"")"
시흥ABC행복학습타운,"=GOOGLETRANSLATE(A69, ""ko"", ""ja"")"
시흥 시흥ABC행복학습타운,"=GOOGLETRANSLATE(A70, ""ko"", ""ja"")"
경기도 시흥시 소래산길 11,"=GOOGLETRANSLATE(A71, ""ko"", ""ja"")"
"시흥ABC행복학습타운은 전국 최초·최대 3세대가 소통하고, 학습하고, 공동체를 만들어 성장해가는 학습·문화·예술의 복합공간으로써 학습을 통한 배움과 성장의 공간, 문화 예술을 통한 소통과 공감의 공간, 3세대가 함께 어울리는 커뮤니티 공간이다. 도심에서 접근이 편리하고 소래산과 가까워 주변 환경이 쾌적하다. 문화시설, 체육시설, 산림욕장 등을 갖추고 다양한 학습 프로그램을 제공한다.","=GOOGLETRANSLATE(A72, ""ko"", ""ja"")"
031-310-2519,"=GOOGLETRANSLATE(A73, ""ko"", ""ja"")"
하남수산물시장,"=GOOGLETRANSLATE(A74, ""ko"", ""ja"")"
경기 하남시 하남대로 1041,"=GOOGLETRANSLATE(A75, ""ko"", ""ja"")"
풍산동에 위치한 하남수산물시장에서는 남해·서해·동해 등 전국 각지에서 산지 직송된 수산물을 한자리에서 만나볼 수 있다. 신선한 활어부터 건어물까지 다양한 품목을 저렴한 가격에 판매해 지역 주민과 방문객 모두에게 사랑받는다. 구매한 수산물은 즉석에서 회로 떠서 맛볼 수 있고 포장도 가능하다. 고객지원센터에는 수유실·교육관·쉼터 등 편의시설이 마련되어 있어 이용이 편리하다.,"=GOOGLETRANSLATE(A76, ""ko"", ""ja"")"
0507-1435-1196,"=GOOGLETRANSLATE(A77, ""ko"", ""ja"")"
스타필드 시티 위례,"=GOOGLETRANSLATE(A78, ""ko"", ""ja"")"
경기도 하남시 위례대로 200,"=GOOGLETRANSLATE(A79, ""ko"", ""ja"")"
"스타필드 시티 위례는 쇼핑, 문화, 휴식까지 삶에 필요한 모든 것이 한 곳에서 이뤄지는 새로운 형태의 도심형 라이프 스타일몰이다. 도시에서 가까워진 접근성과 휴먼 스케일의 편안한 공간 미학을 통해 일상에서 누릴 수 있는 행복을 제안한다. 영화관, 서점, 트렌디한 맛집과 이마트 트레이더스, 패션, 뷰티, 라이프스타일까지, 가성비와 가심비를 만족시키는 원스톱 쇼핑의 천국이다. 스타필드 시티에선 매주 어린이를 위한 공연이 진행되며 10F 옥상정원에는 반려견이 목줄 없이 뛰어놀 수 있는 펫파크가 마련되어있다.※ 반려견 동반 여행 정보- 예방접종이 완료된 반려동물 (개,고양이)에 한해 목줄 착용 또는 케이지 동반 시 출입 가능- 단, 맹견 출입 제한 (도사견, 아메리칸핏불테리어, 아메리칸스태퍼드셔 테리어, 스태퍼드셔 불테리어, 로트와일러, 도고 아르젠티노, 필라 브라질레이, 잉글리쉬 불테리어 및 그 잡종의 개, 그밖에 사람을 공격하여 상해를 입힐 가능성이 높은 개)- 목줄은 안전을 위하여 1.5m 이내로 조절하여 고정- 매장별 출입 기준은 상이함","=GOOGLETRANSLATE(A80, ""ko"", ""ja"")"
031-8097-1101,"=GOOGLETRANSLATE(A81, ""ko"", ""ja"")"
미사한강공원5호,"=GOOGLETRANSLATE(A82, ""ko"", ""ja"")"
경기도 하남시 망월동 832,"=GOOGLETRANSLATE(A83, ""ko"", ""ja"")"
"미사한강공원 5호는 산책과 운동을 즐기기 좋은 한강 수변 공원이다. 어린이 놀이시설과 여름철에 운영되는 어린이 풀장, 농구장, 잔디광장 등 다양한 시설을 갖추었으며, 잔디광장에는 우레탄 트랙도 깔려 있어 시민들의 건강한 활동을 돕는다. 전망대에 오르면 하남의 검단산은 물론, 맞은편 남양주와 예봉산까지 한눈에 담을 수 있는데, 사방이 탁 트인 경관이 매우 아름답다.","=GOOGLETRANSLATE(A84, ""ko"", ""ja"")"
031-790-6252,"=GOOGLETRANSLATE(A85, ""ko"", ""ja"")"
자유공원,"=GOOGLETRANSLATE(A86, ""ko"", ""ja"")"
안양 자유공원,"=GOOGLETRANSLATE(A87, ""ko"", ""ja"")"
경기도 안양시 동안구 평촌대로 76,"=GOOGLETRANSLATE(A88, ""ko"", ""ja"")"
"자유공원을 즐기는 방식은 이 공원의 이름에서 답을 얻을 수 있다. 자연이 주는 환경으로서의 즐거움, 공원이 주는 공간감. 이 둘이 한 곳에 모이면 자신이 누리고 있는 여유가 한없이 기분 좋아지는 지점이 있다. 뉴욕의 센트럴파크, 파리의 뤽상부르 궁전 공원에 수많은 사람들이 모이는 까닭이 바로 그것이다. 같은 맥락의 즐거움을 진하게 주는 곳이 자유공원이다. 각각 느끼는 자유로움을 위한 공원이라고 해도 좋을 것 같다. 각종 교통 표지판과 신호등을 설치해 어린이를 위한 교통안전교육을 할 수 있는 어린이교통공원도 이곳에 있다. 안양에서 자라는 아이들이 공원의 즐거움을 처음 배우는 곳이라도 해도 좋을 이곳은 어른들에게도 마찬가지로 큰 즐거움을 선사한다. 역사에 관심이 많은 사람이라면 큰 돌덩이처럼 보이는 고인돌 5점을 보며 청동기 시대를 상상해 볼 수도 있고, 클래식 음악 공연이 그리울 때는 평촌아트홀을 찾으면 된다. 한국을 처음 찾는 외국인과 같이 가기에도 그만이다. 물론 자유공원의 벤치나 정자에서 그냥 휴식만 취해도 된다. 이 모든 것이 한자리에 있다는 것이 자유공원의 가장 큰 장점이다. (출처 : 안양시청 홈페이지)","=GOOGLETRANSLATE(A89, ""ko"", ""ja"")"
031-8045-2413,"=GOOGLETRANSLATE(A90, ""ko"", ""ja"")"
삼막사계곡,"=GOOGLETRANSLATE(A91, ""ko"", ""ja"")"
안양 삼막사계곡,"=GOOGLETRANSLATE(A92, ""ko"", ""ja"")"
경기도 안양시 만안구 석수동,"=GOOGLETRANSLATE(A93, ""ko"", ""ja"")"
"삼막사계곡은 삼성산에서 흐르는 맑고 깨끗한 물줄기가 모여 형성된 계곡으로, 울창한 숲 속에서 물놀이를 즐길 수 있어 여름철 인기 명소로 손꼽힌다. 물살이 세지 않고 수심이 얕아 가족 단위 방문객들이 즐겨 찾는다. 그늘진 곳도 넉넉해 돗자리를 펴고 쉬어가기 안성맞춤이다. 아이가 있는 가족 방문객들은 공영주차장과 화장실, 매점 등 각종 편의시설이 가까이 있는 하류에서 물놀이를 즐기는 것을 추천한다.","=GOOGLETRANSLATE(A94, ""ko"", ""ja"")"
031-8045-3503,"=GOOGLETRANSLATE(A95, ""ko"", ""ja"")"
석수체육공원,"=GOOGLETRANSLATE(A96, ""ko"", ""ja"")"
안양 석수체육공원,"=GOOGLETRANSLATE(A97, ""ko"", ""ja"")"
경기 안양시 만안구 안양로 595,"=GOOGLETRANSLATE(A98, ""ko"", ""ja"")"
"석수체육공원은 안양시 만안구에 위치한 생활체육 중심 공원으로, 주민들이 일상 속에서 운동과 휴식을 함께 즐길 수 있도록 조성되었다. 축구장·야구장·농구장·배드민턴장 등 다양한 체육시설과 산책로, 휴게시설이 마련되어 있어 온 가족이 편하게 이용할 수 있다. 가족 단위 방문객과 지역 동호회 모임이 활발하고, 특히 주말에는 축구와 야구를 즐기는 시민들로 북적인다.","=GOOGLETRANSLATE(A99, ""ko"", ""ja"")"
031-389-5287,"=GOOGLETRANSLATE(A100, ""ko"", ""ja"")"
다산체육공원(체육공원1호 체육시설) 축구장,"=GOOGLETRANSLATE(A101, ""ko"", ""ja"")"
남양주 다산체육공원(체육공원1호 체육시설) 축구장,"=GOOGLETRANSLATE(A102, ""ko"", ""ja"")"
경기도 남양주시 다산동 6138,"=GOOGLETRANSLATE(A103, ""ko"", ""ja"")"
"다산체육공원 축구장은 남양주시 다산동에 위치한 생활체육시설이다. 축구장의 규격과 골대 크기 등 모든 요소가 정규 사이즈에 맞게 갖춰져 있으며, 잔디 상태 또한 늘 최적의 상태로 관리되고 있다. 공원에는 축구장 외에도 테니스장과 족구장 등 여러 운동시설이 마련되어, 시민들이 예약을 통해 편리하게 이용할 수 있다. 넓은 부지에는 공원형 공간도 조성되어 있어 운동 후 산책을 하거나 자연 속에서 쉬어 가기에도 적합하다.","=GOOGLETRANSLATE(A104, ""ko"", ""ja"")"
031-590-8696,"=GOOGLETRANSLATE(A105, ""ko"", ""ja"")"
뽀로로테마파크다산위드트래블,"=GOOGLETRANSLATE(A106, ""ko"", ""ja"")"
남양주 뽀로로테마파크다산위드트래블,"=GOOGLETRANSLATE(A107, ""ko"", ""ja"")"
경기도 남양주시 다산지금로 202 (다산동),"=GOOGLETRANSLATE(A108, ""ko"", ""ja"")"
"뽀로로테마파크다산위드트래블은 놀이를 하면서 교육효과를 창출하는 에듀테인먼트(edutainment)공간이며, 친근한 뽀로로 캐릭터로 아이들을 서로 연결시키고 함께 즐기는 놀이문화의 장이다. 뽀로로파크는 모든 어린이들에게 놀이적 커뮤니티를 통해 놀이를 통한 교육 효과를 창출하는 것을 중요한 가치와 목적으로 하여, 우리 아이들이 엄마, 아빠와 신나게 놀고, 즐겁게 체험하고, 공부하는 공간이다.","=GOOGLETRANSLATE(A109, ""ko"", ""ja"")"
전화 0507-1390-3624,"=GOOGLETRANSLATE(A110, ""ko"", ""ja"")"
남양주한강공원(삼패지구),"=GOOGLETRANSLATE(A111, ""ko"", ""ja"")"
남양주 남양주한강공원 삼패지구,"=GOOGLETRANSLATE(A112, ""ko"", ""ja"")"
경기도 남양주시 강변북로632번길 14 (수석동),"=GOOGLETRANSLATE(A113, ""ko"", ""ja"")"
"남양주시 삼패동 630번지 일원에 위치한 삼패한강공원은 시민들에게 계절별 초화단지 및 꽃단지, 어린이정원, 음악분수, 물놀이장 등을 제공하여 사계절 내내 다양한 계층이 방문하여 즐길 수 있는 아름다운 수변공원이다. 봄부터 가을까지 매주 토요일에 시민들이 참여해 재활용 가능한 물품을 팔거나 교환할 수 있는 플리마켓도 열린다. 삼패한강공원은 자전거길도 조성되어 있어 한강과 북한강의 정취를 즐기며 자전거 라이딩을 즐길 수 있을 뿐만 아니라 걷기 좋은 산책코스이기도 하다. (출처 : 남양주시 문화관광 홈페이지)","=GOOGLETRANSLATE(A114, ""ko"", ""ja"")"
031-590-8636,"=GOOGLETRANSLATE(A115, ""ko"", ""ja"")"
스파디움24,"=GOOGLETRANSLATE(A116, ""ko"", ""ja"")"
남양주 스파디움24,"=GOOGLETRANSLATE(A117, ""ko"", ""ja"")"
경기도 남양주시 다산순환로 20 (다산동),"=GOOGLETRANSLATE(A118, ""ko"", ""ja"")"
"경기도 남양주시 다산동에 위치한 스파디움24는 24시간 이용 가능한 찜질스파 시설로 찜질방뿐만 아니라 문화시설을 함께 즐길 수 있는 곳이다. 찜질방 내에는 북카페, 라운지, 액티브존 등 다양한 시설이 입점해 있어 한 곳에서 모든 것을 체험할 수 있다. 한적하고 편안한 휴양을 원하는 사람들을 위해 다양한 방식으로 휴식을 취할 수 있게 구성되어 도심의 일상에서 벗어나 자연 속 휴식과 힐링을 취하고 싶다면 방문해 보기 좋다.","=GOOGLETRANSLATE(A119, ""ko"", ""ja"")"
0507-1338-1911,"=GOOGLETRANSLATE(A120, ""ko"", ""ja"")"
고고다이노 키즈카페 다산현대캠퍼스몰점,"=GOOGLETRANSLATE(A121, ""ko"", ""ja"")"
남양주 고고다이노 키즈카페 다산현대캠퍼스몰점,"=GOOGLETRANSLATE(A122, ""ko"", ""ja"")"
경기 남양주시 다산순환로 20,"=GOOGLETRANSLATE(A123, ""ko"", ""ja"")"
"고고다이노 키즈카페는 어린이 애니메이션 ‘고고다이노’를 주제로 만든 200~300평대 규모의 실내 놀이터다. 다산현대캠퍼스몰점은 댄스 트램펄린, 튜브 슬라이드, 유아볼풀장 등 다양한 놀이시설을 갖춰 아이들이 하루 종일 즐겁게 놀기 좋다. 카페테리아, 휴게실 등 편의시설을 함께 운영해 식사와 휴식도 가능하다. 예약제 파티룸에서는 아이의 생일을 특별하게 보낼 수 있다.","=GOOGLETRANSLATE(A124, ""ko"", ""ja"")"
031-555-9001,"=GOOGLETRANSLATE(A125, ""ko"", ""ja"")"
롯데백화점 안산점 신관,"=GOOGLETRANSLATE(A126, ""ko"", ""ja"")"
안산 롯데백화점 안산점 신관,"=GOOGLETRANSLATE(A127, ""ko"", ""ja"")"
경기 안산시 단원구 중앙대로 873,"=GOOGLETRANSLATE(A128, ""ko"", ""ja"")"
"롯데백화점 안산점 신관은 2018년 증축되었으며, 라이프스타일과 패션을 결합한 형태로 운영중이다. 무인양품, 뽀로로 키즈카페 등 가족 단위 고객을 위한 매장이 입점해 있으며, 다양한 취향을 고려한 생활·패션 브랜드가 함께 구성되어 있다. 지하층에는 식음료 전문관이 마련되어 간단한 식사부터 카페 이용까지 폭넓게 선택할 수 있다. 본관과는 지하 통로로 연결되어 있어 건물간 이동이 편리하며, 백화점 이용 동선이 자연스럽게 이어져 효율적인 쇼핑이 가능하다.","=GOOGLETRANSLATE(A129, ""ko"", ""ja"")"
