name,key,mapped_region_id,district,address,lat,lng
강원특별자치도 원주시 한지공원길 151,강원특별자치도 원주시 한지공원길 151,gangwon,원주시,강원특별자치도 원주시 한지공원길 151,,
강원특별자치도 춘천시 사농동 643 강원도산림박물관,강원도산림박물관,gangwon,춘천시,강원특별자치도 춘천시 사농동 643,,
강원특별자치도 춘천시 신북읍 신샘밭로 361 강원경찰박물관 강원경찰박물관,강원경찰박물관,gangwon,춘천시,강원특별자치도 춘천시 신북읍 신샘밭로 361,,
강원특별자치도 태백시,강원특별자치도 태백시,gangwon,태백시,강원특별자치도 태백시,,
강원특별자치도 평창군,강원특별자치도 평창군,gangwon,평창군,강원특별자치도 평창군,,
강원특별자치도 홍천군 북방면 생태공원길 319 강원특별자치도자연환경연구공원,강원특별자치도자연환경연구공원,gangwon,홍천군,강원특별자치도 홍천군 북방면 생태공원길 319,,
강원특별자치도 화천군,강원특별자치도 화천군,gangwon,화천군,강원특별자치도 화천군,,
강원특별자치도 화천군 화천읍 일원,강원특별자치도 화천군 화천읍 일원,gangwon,화천군,강원특별자치도 화천군 화천읍,,
강원특별자치도 횡성군 횡성읍 문예로 41 횡성한우체험관,횡성한우체험관,gangwon,횡성군,강원특별자치도 횡성군 횡성읍 문예로 41,,
경기 가평군 설악면 창의리 421-1 경기 가평군 설악면 한서로124번길 16-14 2층,경기 가평군 설악면 창의리 421-1,gyeonggi,가평군,경기 가평군 설악면 창의리 421-1,,
경기 광명시 광명동 도덕로38번길 5-1 목화하이츠빌라 101호,경기 광명시 광명동 도덕로38번길 5-1 목화하이츠빌라 101호,gyeonggi,광명시,경기 광명시 광명동 도덕로38번길 5-1,,
"경기 광명시 일직동 194-1 광명시 신기로 15, S플라자 502호","경기 광명시 일직동 194-1 광명시 신기로 15, S플라자 502호",gyeonggi,광명시,경기 광명시 일직동 194-1 광명시 신기로 15,,
경기 광명시 하안동 범안로 1056 골든힐빌딩 2층 204,경기 광명시 하안동 범안로 1056 골든힐빌딩 2층 204,gyeonggi,광명시,경기 광명시 하안동 범안로 1056,,
경기 광주시 경안동 38-79 금호리첸시아상가 C동 2층 215-1 도도앤로로 가죽공방,도도앤로로 가죽공방,gyeonggi,광주시,경기 광주시 경안동 38-79,,
경기 광주시 경안동 경안로41번길 6 102동 1층 상가 1층 d120호,경기 광주시 경안동 경안로41번길 6 102동 1층 상가 1층 d120호,gyeonggi,광주시,경기 광주시 경안동 경안로41번길 6,,
경기 광주시 경안동 경안로41번길 6 금호 리첸시아 상가 1층 d120호,경기 광주시 경안동 경안로41번길 6 102동 1층 상가 1층 d120호,gyeonggi,광주시,경기 광주시 경안동 경안로41번길 6,,
경기 광주시 경안동 경안로41번길 6 상가 1층 d120호,경기 광주시 경안동 경안로41번길 6 102동 1층 상가 1층 d120호,gyeonggi,광주시,경기 광주시 경안동 경안로41번길 6,,
경기 광주시 오포읍 능평로 194-14 1층 도아공방,도아공방,gyeonggi,광주시,경기 광주시 오포읍 능평로 194-14,,
경기 광주시 오포읍 신현리 570-1 해오름타운 103동 102호 피터아트글래스,피터아트글래스,gyeonggi,광주시,경기 광주시 오포읍 신현리 570-1,,
경기 광주시 오포읍 오포로171번길 42  파라테온 1층 루프프로젝트,루프프로젝트,gyeonggi,광주시,경기 광주시 오포읍 오포로171번길 42,,
경기 광주시 초월읍 경충대로 1081-20 상가 2층 2호,경기 광주시 초월읍 경충대로 1081-20 상가 2층 2호,gyeonggi,광주시,경기 광주시 초월읍 경충대로 1081-20,,
경기 구리시 갈매동 경춘북로 252 에비뉴상가  C동 254호 멍캔두잇,멍캔두잇,gyeonggi,구리시,경기 구리시 갈매동 경춘북로 252,,
경기 구리시 수택3동 이문안로 138 5층,경기 구리시 수택3동 이문안로 138 5층,gyeonggi,구리시,경기 구리시 수택3동 이문안로 138,,
경기 김포시 구래동 531 인원모아주실 경우 타 지역에서 수업가능,경기 김포시 구래동 531,gyeonggi,김포시,경기 김포시 구래동 531,,
경기 김포시 구래동 솔터로 22 메트로타워예미지 상가동 263호 휴먼앤펫,휴먼앤펫,gyeonggi,김포시,경기 김포시 구래동 솔터로 22,,
경기 김포시 구래동 솔터로22 메트로타워 예미지상가 216호,휴먼앤펫,gyeonggi,김포시,경기 김포시 구래동 솔터로 22,,
경기 김포시 마산동 김포한강8로 194번길 8-19 102호 멍스까까,멍스까까,gyeonggi,김포시,경기 김포시 마산동 김포한강8로 194번길 8-19,,
경기 김포시 양촌읍 구래리 525-4 경기도 김포시 솔터로22 예미지 상가 232호,경기도 김포시 솔터로22 예미지 상가 232호,gyeonggi,김포시,경기도 김포시 솔터로22,,
경기 남양주시 호평동 두산알프하임정문 상가B동 228호,경기 남양주시 호평동 두산알프하임정문 상가B동 228호,gyeonggi,남양주시,경기 남양주시 호평동 두산알프하임,,
경기 부천시 평천로 655 부천로보파크,부천로보파크,gyeonggi,부천시,경기 부천시 평천로 655,,
경기 안성시 가사동 28-5 (주)바오밥목공전문학원,바오밥목공전문학원,gyeonggi,안성시,경기 안성시 가사동 28-5,,
경기 안성시 안성1동 18-2 (주)바오밥목공전문학원,바오밥목공전문학원,gyeonggi,안성시,경기 안성시 안성1동 18-2,,
경기 양주시 고암동 604-10 103호 단단쿠킹스튜디오,단단쿠킹스튜디오,gyeonggi,양주시,경기 양주시 고암동 604-10,,
경기 오산시 원동 754-41 오산대동다숲 상가2층 뚜비즈,뚜비즈,gyeonggi,오산시,경기 오산시 원동 754-41,,
경기 파주시 금촌2동 989-1 금촌프라자 7층,경기 파주시 금촌2동 989-1 금촌프라자 7층,gyeonggi,파주시,경기 파주시 금촌2동 989-1,,
경기 파주시 탄현면 헤이리로 30,경기 파주시 탄현면 헤이리로 30,gyeonggi,파주시,경기 파주시 탄현면 헤이리로 30,,
"경기 평택시 비전동 비전6길 33-1 102호, 파이토블라썸 향수&캔들 공방",파이토블라썸 향수&캔들 공방,gyeonggi,평택시,경기 평택시 비전동 비전6길 33-1,,
경기 평택시 신장동 목천로 42 루미그림카페,루미그림카페,gyeonggi,평택시,경기 평택시 신장동 목천로 42,,
경기 화성시 동탄1동 동탄대로 551-16  동탄역푸르지오시티 b동 상가 327호,경기 화성시 동탄1동 동탄대로 551-16,gyeonggi,화성시,경기 화성시 동탄1동 동탄대로 551-16,,
경기 화성시 동탄면 산척리 546 1층 건물 내부,경기 화성시 동탄면 산척리 546 1층 건물 내부,gyeonggi,화성시,경기 화성시 동탄면 산척리 546,,
경기 화성시 동탄면 영천리 252 B동 2037호,경기 화성시 동탄면 영천리 252 B동 2037호,gyeonggi,화성시,경기 화성시 동탄면 영천리 252,,
경기 화성시 동탄면 영천리 505 메가비즈B동 3층 310호,경기 화성시 동탄면 영천리 505 메가비즈B동 3층 310호,gyeonggi,화성시,경기 화성시 동탄면 영천리 505,,
경기 화성시 반송동 노작로3길 18 드고아넬(오른쪽),경기 화성시 반송동 노작로3길 18 드고아넬(오른쪽),gyeonggi,화성시,경기 화성시 반송동 노작로3길 18,,
경기 화성시 영천동 636-19 금강펜테리움ix타워 B동 20층 2037호,경기 화성시 영천동 636-19,gyeonggi,화성시,경기 화성시 영천동 636-19,,
경기 화성시 영천동 동탄기흥로 590 동탄센트럴에이스타워 B동 313호,아루아,gyeonggi,화성시,경기 화성시 영천동 동탄기흥로 590,,
경기 화성시 영천동 동탄기흥로 590 동탄센트럴에이스타워 B동 313호 아루아,아루아,gyeonggi,화성시,경기 화성시 영천동 동탄기흥로 590,,
경기 화성시 영천동 동탄대로 636-14  c동 1층 111호,경기 화성시 영천동 동탄대로 636-14  c동 1층 111호,gyeonggi,화성시,경기 화성시 영천동 동탄대로 636-14,,
경기 화성시 영천동 동탄대로 636-14 c동 1층 111호,경기 화성시 영천동 동탄대로 636-14  c동 1층 111호,gyeonggi,화성시,경기 화성시 영천동 동탄대로 636-14,,
경기 화성시 청계동 546,경기 화성시 청계동 546,gyeonggi,화성시,경기 화성시 청계동 546,,
경기도 고양시 덕양구 항공대학로 76-9 한국항공대학교,한국항공대학교,gyeonggi,고양시,경기도 고양시 덕양구 항공대학로 76-9,,
경기도 고양시 일산서구 경의로 849 고양시 현충전시관 기획전시실 지하1층,현충전시관,gyeonggi,고양시,경기도 고양시 일산서구 경의로 849,,
경기도 광명시 가학로85번길 142 광명자원회수시설 1층 홍보관,광명자원회수시설,gyeonggi,광명시,경기도 광명시 가학로85번길 142,,
경기도 광명시 철망산로 46 광명시하안도서관,광명시하안도서관,gyeonggi,광명시,경기도 광명시 철망산로 46,,
경기도 구리시 동구릉로 427 3층,경기도 구리시 동구릉로 427 3층,gyeonggi,구리시,경기도 구리시 동구릉로 427 3층,,
경기도 남양주시 조안면 다산로747번길 16 문화재관리용건축물,문화재관리용건축물,gyeonggi,남양주시,경기도 남양주시 조안면 다산로747번길 16,,
경기도 성남시 분당구 문정로 40,경기도 성남시 분당구 문정로 40,gyeonggi,성남시,경기도 성남시 분당구 문정로 40,,
경기도 수원시 권선구 호매실로 46-38 기후변화체험관,기후변화체험관,gyeonggi,수원시,경기도 수원시 권선구 호매실로 46-38,,
경기도 수원시 영통구 광교중앙로 140 수원컨벤션센터 지하1층 수원시립아트스페이스광교,수원컨벤션센터,gyeonggi,수원시,경기도 수원시 영통구 광교중앙로 140,,
경기도 시흥시 서해안로 275 시흥시 곤충전시체험관,시흥시 곤충전시체험관,gyeonggi,시흥시,경기도 시흥시 서해안로 275,,
경기도 안산시 단원구 시화호수로 553 안산별망 어촌문화관 안산별망어촌문화관,안산별망어촌문화관,gyeonggi,안산시,경기도 안산시 단원구 시화호수로 553,,
"경기도 안산시 단원구 화랑로 260 안산와~스타디움 (기둥번호 E1, W1)","경기도 안산시 단원구 화랑로 260 안산와~스타디움 (기둥번호 E1, W1)",gyeonggi,안산시,경기도 안산시 단원구 화랑로 260,,
경기도 안산시 상록구 갈대습지로 76 환경생태관,환경생태관,gyeonggi,안산시,경기도 안산시 상록구 갈대습지로 76,,
경기도 안성시,경기도 안성시,gyeonggi,안성시,경기도 안성시,,
경기도 양주시 장흥면 권율로 124,경기도 양주시 장흥면 권율로 124,gyeonggi,양주시,경기도 양주시 장흥면 권율로 124,,
경기도 양주시 장흥면 권율로185번길 103,경기도 양주시 장흥면 권율로185번길 103,gyeonggi,양주시,경기도 양주시 장흥면 권율로185번길 103,,
경기도 양평군,경기도 양평군,gyeonggi,양평군,경기도 양평군,,
경기도 양평군 옥천면 경강로 1496 양평환경사업소,양평환경사업소,gyeonggi,양평군,경기도 양평군 옥천면 경강로 1496,,
경기도 양평군 용문면 용문산로 620 단독건물,경기도 양평군 용문면 용문산로 620 단독건물,gyeonggi,양평군,경기도 양평군 용문면 용문산로 620,,
경기도 여주시 강변유원지길 105,경기도 여주시 강변유원지길 105,gyeonggi,여주시,경기도 여주시 강변유원지길 105,,
경기도 여주시 명성로 114-146,경기도 여주시 명성로 114-146,gyeonggi,여주시,경기도 여주시 명성로 114-146,,
경기도 여주시 세종대왕면 왕대리,경기도 여주시 세종대왕면 왕대리,gyeonggi,여주시,경기도 여주시 세종대왕면 왕대리,,
경기도 여주시 신륵사길 6-12 여주박물관,여주박물관,gyeonggi,여주시,경기도 여주시 신륵사길 6-12,,
경기도 용인시 처인구 남사읍 처인성로 673,경기도 용인시 처인구 남사읍 처인성로 673,gyeonggi,용인시,경기도 용인시 처인구 남사읍 처인성로 673,,
경기도 의왕시 왕송못동로 209 의왕조류생태과학관,의왕조류생태과학관,gyeonggi,의왕시,경기도 의왕시 왕송못동로 209,,
경기도 의왕시 철도박물관로 142 철도박물관,철도박물관,gyeonggi,의왕시,경기도 의왕시 철도박물관로 142,,
경기도 이천시,경기도 이천시,gyeonggi,이천시,경기도 이천시,,
경기도 파주시 문산읍 임진각로 148-57 한반도 생태평화 종합 관광센터,한반도 생태평화 종합 관광센터,gyeonggi,파주시,경기도 파주시 문산읍 임진각로 148-57,,
"경기도 파주시 법원읍 자운서원로 204, 율곡기념관 1층",율곡기념관,gyeonggi,파주시,경기도 파주시 법원읍 자운서원로 204,,
"경기도 파주시 법원읍 자운서원로 204, 율곡기념관2층",율곡기념관,gyeonggi,파주시,경기도 파주시 법원읍 자운서원로 204,,
경기도 파주시 쇠재로 33 파주시립중앙도서관,파주시립중앙도서관,gyeonggi,파주시,경기도 파주시 쇠재로 33,,
경기도 파주시 탄현면 헤이리로 16,경기도 파주시 탄현면 헤이리로 16,gyeonggi,파주시,경기도 파주시 탄현면 헤이리로 16,,
경기도 파주시 탄현면 헤이리로 30 국립민속박물관 파주- 1층 어린이체험실,국립민속박물관 파주,gyeonggi,파주시,경기도 파주시 탄현면 헤이리로 30,,
경기도 파주시 탄현면 헤이리마을길 59-101,경기도 파주시 탄현면 헤이리마을길 59-101,gyeonggi,파주시,경기도 파주시 탄현면 헤이리마을길 59-101,,
경기도 포천시,경기도 포천시,gyeonggi,포천시,경기도 포천시,,
경기도 포천시 신북면 아트밸리로 184-1,경기도 포천시 신북면 아트밸리로 184-1,gyeonggi,포천시,경기도 포천시 신북면 아트밸리로 184-1,,
경기도 하남시 덕풍동로 30 하남역사박물관,하남역사박물관,gyeonggi,하남시,경기도 하남시 덕풍동로 30,,
경기도 화성시 우정읍 화수동길 163 우정보건소,우정보건소,gyeonggi,화성시,경기도 화성시 우정읍 화수동길 163,,
경기도 화성시 향남읍 제암고주로 34 화성시독립운동기념관,화성시독립운동기념관,gyeonggi,화성시,경기도 화성시 향남읍 제암고주로 34,,
경기도 화성시 향남읍 행정동로 96 화성시 역사박물관,화성시 역사박물관,gyeonggi,화성시,경기도 화성시 향남읍 행정동로 96,,
경북 성주군 대가면 참별로 2479,경북 성주군 대가면 참별로 2479,gyeongbuk,성주군,경북 성주군 대가면 참별로 2479,,
경북 청도군 청도읍 새마을1길 34,경북 청도군 청도읍 새마을1길 34,gyeongbuk,청도군,경북 청도군 청도읍 새마을1길 34,,
경상남도 거제시 옥포중앙로 32 3층,더타미,,거제시,경상남도 거제시 옥포중앙로 32 3층,,
경상남도 거제시 옥포중앙로 32 3층 더타미,더타미,,거제시,경상남도 거제시 옥포중앙로 32 3층,,
경상남도 김해시 봉황동 17-52 반짝이는당신의오늘,반짝이는당신의오늘,,김해시,경상남도 김해시 봉황동 17-52,,
경상남도 김해시 북부동 1498-11 경상남도 김해시 삼계중앙로6번길 21-14 (삼계동) 1층 루리라탄,루리라탄,,김해시,경상남도 김해시 북부동 1498-11,,
경상남도 김해시 장유면 관동리 1093-1,경상남도 김해시 장유면 관동리 1093-1,,김해시,경상남도 김해시 장유면 관동리 1093-1,,
경상남도 양산시 물금읍 화산길 13-1,경상남도 양산시 물금읍 화산길 13-1,,양산시,경상남도 양산시 물금읍 화산길 13-1,,
경상남도 양산시 중부동 양주2길 26 1층,경상남도 양산시 중부동 양주2길 26 1층,,양산시,경상남도 양산시 중부동 양주2길 26,,
경상남도 양산시 평산동 568-20 동일스위트1차 상가 2층,경상남도 양산시 평산동 568-20 동일스위트1차 상가 2층,,양산시,경상남도 양산시 평산동 568-20,,
경상남도 양산시 평산동 신명로 85 2층 어썸센트 (봉우유치원 옆건물),어썸센트,,양산시,경상남도 양산시 평산동 신명로 85,,
경상남도 진주시 칠암동 동진로 2,경상남도 진주시 칠암동 동진로 2,,진주시,경상남도 진주시 칠암동 동진로 2,,
경상남도 창원시 마산회원구 내서읍 중리공단로 65 연구지원동 101호,경상남도 창원시 마산회원구 내서읍 중리공단로 65 연구지원동 101호,,창원시,경상남도 창원시 마산회원구 내서읍 중리공단로 65,,
경상남도 창원시 의창구 북면 감계로 297 휴먼빌아파트 상가 2층 Y-ART,Y-ART,,창원시,경상남도 창원시 의창구 북면 감계로 297,,
경상남도 창원시 의창구 북면 감계로 297 휴면빌아파트 상가 2층 Y-ART,Y-ART,,창원시,경상남도 창원시 의창구 북면 감계로 297,,
경상남도 창원시 의창구 소답동 157-1 2층,경상남도 창원시 의창구 소답동 157-1 2층,,창원시,경상남도 창원시 의창구 소답동 157-1,,
경상남도 통영시 정량동 (자세한 주소는 문의 주세요!),경상남도 통영시 정량동,,통영시,경상남도 통영시 정량동,,
경상북도 경산시 사동 650-1 부영2차 아파트 상가동 102호,경상북도 경산시 사동 650-1 부영2차 아파트 상가동 102호,,경산시,경상북도 경산시 사동 650-1,,
경상북도 경산시 진량읍 공단로 501-3 1층 다니옹,다니옹,,경산시,경상북도 경산시 진량읍 공단로 501-3,,
경상북도 경산시 진량읍 신상리 1221-1 1층 다니옹,다니옹,,경산시,경상북도 경산시 진량읍 공단로 501-3,,
경상북도 경산시 진량읍 신상리 1222-3 1층 다니옹,다니옹,,경산시,경상북도 경산시 진량읍 공단로 501-3,,
경상북도 경산시 진량읍 해든길 11 1층 다니옹,다니옹,,경산시,경상북도 경산시 진량읍 공단로 501-3,,
경상북도 경산시 하양읍 부호리 산15 금락리 272-1 미라벨카페,미라벨카페,,경산시,경상북도 경산시 하양읍 부호리 산15 금락리 272-1,,
경상북도 경주시 황성동 황성로 35-3,경상북도 경주시 황성동 황성로 35-3,,경주시,경상북도 경주시 황성동 황성로 35-3,,
경상북도 구미시 원평동 470-2 경북 구미시 산책길 31 2층,경상북도 구미시 원평동 470-2,gyeongbuk,구미시,경상북도 구미시 원평동 470-2,,
경상북도 구미시 인의동 여헌로 63-1 1층 오유에프,오유에프,,구미시,경상북도 구미시 인의동 여헌로 63-1,,
"경상북도 구미시 인의동 여헌로 63-1 1층,오유에프",오유에프,,구미시,경상북도 구미시 인의동 여헌로 63-1,,
경상북도 구미시 형곡2동 245-3,경상북도 구미시 형곡2동 245-3,,구미시,경상북도 구미시 형곡2동 245-3,,
경상북도 구미시 형곡로 96 1층 아트인룸,아트인룸,,구미시,경상북도 구미시 형곡로 96,,
경상북도 포항시 북구 흥해읍 영일만항로 96 2층 잭서프,잭서프,,포항시,경상북도 포항시 북구 흥해읍 영일만항로 96,,
과천 서울랜드,서울랜드,gyeonggi,과천시,경기도 과천시 광명로 181,,
광주 동구 문화전당로 38,광주 동구 문화전당로 38,gwangju,동구,광주 동구 문화전당로 38,,
광주 북구 첨단과기로 235,광주 북구 첨단과기로 235,gwangju,북구,광주 북구 첨단과기로 235,,
광주 아쿠아시티,광주 아쿠아시티,gwangju,북구,광주광역시 북구 서하로 82,,
광주광역시 광산구 산월로41번길 30 1층 꽃사로움,꽃사로움,gwangju,광산구,광주광역시 광산구 산월로41번길 30,,
광주광역시 광산구 산월로41번길 30 꽃사로움,꽃사로움,gwangju,광산구,광주광역시 광산구 산월로41번길 30,,
광주광역시 광산구 장덕동 장덕로39번길 10 1층 미다모은공방,미다모은공방,gwangju,광산구,광주광역시 광산구 장덕동 장덕로39번길 10,,
광주광역시 광산구 장덕로39번길 10 1층 미다모은공방,미다모은공방,gwangju,광산구,광주광역시 광산구 장덕동 장덕로39번길 10,,
광주광역시 남구 서문대로 773-2  4층 뉴패션디자인학원,뉴패션디자인학원,gwangju,남구,광주광역시 남구 서문대로 773-2,,
광주광역시 동구 계림동 중흥로 242 1층,광주광역시 동구 계림동 중흥로 242 1층,gwangju,동구,광주광역시 동구 계림동 중흥로 242,,
광주광역시 북구 반룡로 20-2 2층,광주광역시 북구 반룡로 20-2,gwangju,북구,광주광역시 북구 반룡로 20-2,,
"광주광역시 북구 반룡로 20-2, 2층",광주광역시 북구 반룡로 20-2,gwangju,북구,광주광역시 북구 반룡로 20-2,,
광주광역시 북구 신안동 무등로180번길 5 (재)여성기업종합지원센터 광주센터 401호,여성기업종합지원센터,gwangju,북구,광주광역시 북구 신안동 무등로180번길 5,,
광주광역시 북구 연제동 568-9 849,광주광역시 북구 연제동 568-9 849,gwangju,북구,광주광역시 북구 연제동 568-9 849,,
광주광역시 북구 용봉동 반룡로 20-2 2층,광주광역시 북구 용봉동 반룡로 20-2 2층,gwangju,북구,광주광역시 북구 용봉동 반룡로 20-2,,
광주광역시 북구 임동 중흥로 77 4층 광주리베르탱고,광주리베르탱고,gwangju,북구,광주광역시 북구 임동 중흥로 77,,
광주광역시 서구 경열로65번길 7-1 상가202,광주광역시 서구 경열로65번길 7-1 상가202호,gwangju,서구,광주광역시 서구 경열로65번길 7-1,,
광주광역시 서구 경열로65번길 7-1 상가202호,광주광역시 서구 경열로65번길 7-1 상가202호,gwangju,서구,광주광역시 서구 경열로65번길 7-1,,
광주광역시 서구 농성동 경열로65번길 7 상가202,광주광역시 서구 경열로65번길 7-1 상가202호,gwangju,서구,광주광역시 서구 경열로65번길 7-1,,
광주시문화예술의전당 맹사성홀,광주시문화예술의전당 맹사성홀,gyeonggi,광주시,경기도 광주시 회안대로 891,,
광주예술의전당 대극장,광주예술의전당,gwangju,북구,광주광역시 북구 북문대로 60,,
국립항공박물관 로비,국립항공박물관 로비,,,국립항공박물관 로비,,
낙산공원,낙산공원,seoul,종로구,서울특별시 종로구 낙산길 41,,
노원어린이극장,노원어린이극장,seoul,노원구,서울특별시 노원구 노해로 502,,
대구 이월드,대구 이월드,daegu,달서구,대구 달서구 두류공원로 200,,
대구 이월드 83타워,대구 이월드,daegu,달서구,대구 달서구 두류공원로 200,,
대구광역시 남구 대명10동 대명복개로 39 1층,대구광역시 남구 대명10동 대명복개로 39 1층,daegu,남구,대구광역시 남구 대명10동 대명복개로 39,,
대구광역시 남구 대명동 1623-60 대명메트로아파트 상가 203호,대구광역시 남구 대명동 1623-60 대명메트로아파트 상가 203호,daegu,남구,대구광역시 남구 대명동 1623-60,,
대구광역시 남구 대명동 현충로 40,대구광역시 남구 대명동 현충로 40,daegu,남구,대구광역시 남구 대명동 현충로 40,,
대구광역시 남구 이천동 대봉로32길 6-2 1층 로지아플라워,로지아플라워,daegu,남구,대구광역시 남구 이천동 대봉로32길 6-2,,
대구광역시 달서구 두류동 두류남 9길 17 지식산업센터 제봉뜰두류봉제지식산업센터 니들베베,니들베베,daegu,서구,대구광역시 달서구 두류동 두류남 9길 17,,
대구광역시 달서구 신당동 1821-7 2층 202호,대구광역시 달서구 신당동 1821-7 2층 202호,daegu,서구,대구광역시 달서구 신당동 1821-7,,
대구광역시 달서구 앞산순환로 248 달서별빛캠프 캠핑장,달서별빛캠프 캠핑장,daegu,서구,대구광역시 달서구 앞산순환로 248,,
"대구광역시 달서구 이곡동 1308-1 서한 2차 상가 111동, 2층 카페70도씨 이곡점",카페70도씨 이곡점,daegu,서구,대구광역시 달서구 이곡동 1308-1,,
대구광역시 달성군 구지면 국가산단대로52길 6,대구광역시 달성군 구지면 국가산단대로52길 6,daegu,달성군,대구광역시 달성군 구지면 국가산단대로52길 6,,
대구광역시 달성군 다사읍 대실역남로2길 12-12 민트홀릭,민트홀릭,daegu,달성군,대구광역시 달성군 다사읍 대실역남로2길 12-12,,
대구광역시 달성군 유가읍 테크노대로6길 20 국립대구과학관,국립대구과학관,daegu,달성군,대구광역시 달성군 유가읍 테크노대로6길 20,,
대구광역시 동구 신암동 705-7 3층,대구광역시 동구 신암동 705-7 3층,daegu,동구,대구광역시 동구 신암동 705-7,,
대구광역시 동구 신천동 557-1 신천자이 107동 602호,대구광역시 동구 신천동 557-1 신천자이 107동 602호,daegu,동구,대구광역시 동구 신천동 557-1,,
대구광역시 동구 팔공로50길 66,대구광역시 동구 팔공로50길 66,daegu,동구,대구광역시 동구 팔공로50길 66,,
대구광역시 동구 팔공산로 1155 시민안전테마파크,시민안전테마파크,daegu,동구,대구광역시 동구 팔공산로 1155,,
대구광역시 수성구 동대구로 176 어린이회관,어린이회관,daegu,수성구,대구광역시 수성구 동대구로 176,,
대구광역시 수성구 미술관로 70,대구광역시 수성구 미술관로 70,daegu,수성구,대구광역시 수성구 미술관로 70,,
대구광역시 수성구 지산2동 1272-4,대구광역시 수성구 지산2동 1272-4,daegu,수성구,대구광역시 수성구 지산2동 1272-4,,
대성빌딩,대성빌딩,seoul,송파구,서울 송파구 백제고분로33길 31-15,,
대전 오월드,대전 오월드,daejeon,중구,대전광역시 중구 사정공원로 70,,
대전광역시 동구 삼성동 278-34 1층 레네의작업실,레네의작업실,daejeon,동구,대전광역시 동구 삼성동 278-34,,
대전광역시 동구 삼성동 278-34 대전 동구 선화로 183-3 1층 레네의작업실,레네의작업실,daejeon,동구,대전광역시 동구 삼성동 278-34,,
대전광역시 동구 삼성동 278-34 대한민국 대전광역시 동구 삼성동 278-34 대전 동구 선화로 183-3 1층 레네의작업실,레네의작업실,daejeon,동구,대전광역시 동구 삼성동 278-34,,
